per_idx	cat_idx	dt_idx	et_idx	geo_idx	is_adj	val
531	5	0	2	3	0	8
531	5	2	0	3	0	21.4
531	5	0	2	4	0	4
531	5	2	0	4	0	61.4
531	5	0	2	5	0	6
531	5	2	0	5	0	28.6
531	5	0	3	1	0	9
531	5	3	0	1	0	24.3
531	6	1	0	1	1	1044
531	6	0	1	1	0	2
531	6	1	0	1	0	1014.2
531	6	1	0	2	1	123
531	6	0	1	2	0	3
531	6	1	0	2	0	119.6
531	6	1	0	3	1	213
531	6	0	1	3	0	4
531	6	1	0	3	0	200.9
531	6	1	0	4	1	437
531	6	0	1	4	0	3
531	6	1	0	4	0	429.3
531	6	1	0	5	1	271
531	6	0	1	5	0	3
531	6	1	0	5	0	264.5
531	6	2	0	1	1	721
531	6	0	2	1	0	2
531	6	2	0	1	0	687.6
531	6	2	0	2	1	76
531	6	0	2	2	0	3
531	6	2	0	2	0	71.8
531	6	2	0	3	1	154
531	6	0	2	3	0	5
531	6	2	0	3	0	141
531	6	2	0	4	1	307
531	6	0	2	4	0	3
531	6	2	0	4	0	298.5
531	6	2	0	5	1	184
531	6	0	2	5	0	3
531	6	2	0	5	0	176.3
531	6	3	0	1	1	299
531	6	0	3	1	0	3
531	6	3	0	1	0	302.3
531	7	0	1	1	1	4
531	7	1	0	1	1	1638
531	7	0	1	2	1	12
531	7	1	0	2	1	120
531	7	0	1	3	1	9
531	7	1	0	3	1	351
531	7	0	1	4	1	5
531	7	1	0	4	1	738
531	7	0	1	5	1	6
531	7	1	0	5	1	429
531	7	0	2	1	1	4
531	7	2	0	1	1	1305
531	7	0	2	2	1	11
531	7	2	0	2	1	78
531	7	0	2	3	1	9
531	7	2	0	3	1	277
531	7	0	2	4	1	5
531	7	2	0	4	1	605
531	7	0	2	5	1	6
531	7	2	0	5	1	345
531	7	0	3	1	1	11
531	7	3	0	1	1	285
531	8	0	1	1	0	4
531	8	1	0	1	0	125.4
531	8	0	1	2	0	12
531	8	1	0	2	0	8.6
531	8	0	1	3	0	9
531	8	1	0	3	0	25.3
531	8	0	1	4	0	5
531	8	1	0	4	0	57.7
531	8	0	1	5	0	6
531	8	1	0	5	0	33.8
531	8	0	2	1	0	4
531	8	2	0	1	0	101
531	8	0	2	2	0	11
531	8	2	0	2	0	5.5
531	8	0	2	3	0	9
531	8	2	0	3	0	19.9
531	8	0	2	4	0	5
531	8	2	0	4	0	47.9
531	8	0	2	5	0	6
531	8	2	0	5	0	27.7
531	8	0	3	1	0	11
531	8	3	0	1	0	20.9
532	1	1	0	1	1	1803
532	1	1	0	2	1	172
532	1	1	0	3	1	354
532	1	1	0	4	1	820
532	1	1	0	5	1	457
532	1	2	0	1	1	1391
532	1	2	0	2	1	119
532	1	2	0	3	1	272
532	1	2	0	4	1	645
532	1	2	0	5	1	355
532	1	3	0	1	1	327
532	2	1	0	1	0	167.6
532	2	1	0	2	0	16
532	2	1	0	3	0	35.1
532	2	1	0	4	0	74.1
532	2	1	0	5	0	42.4
532	2	2	0	1	0	134.2
532	2	2	0	2	0	11.4
532	2	2	0	3	0	28.1
532	2	2	0	4	0	60.3
532	2	2	0	5	0	34.3
532	2	3	0	1	0	25.4
532	3	0	1	1	0	3
532	3	1	0	1	0	180.1
532	3	0	1	2	0	10
532	3	1	0	2	0	19.8
532	3	0	1	3	0	10
532	3	1	0	3	0	29.2
532	3	0	1	4	0	5
532	3	1	0	4	0	92.4
532	3	0	1	5	0	5
532	3	1	0	5	0	38.7
532	3	0	2	1	0	4
532	3	2	0	1	0	113.8
532	3	0	2	2	0	13
532	3	2	0	2	0	12.9
532	3	0	2	3	0	9
532	3	2	0	3	0	21.8
532	3	0	2	4	0	5
532	3	2	0	4	0	55.7
532	3	0	2	5	0	10
532	3	2	0	5	0	23.4
532	3	0	3	1	0	7
532	3	3	0	1	0	60.6
532	4	0	1	1	1	3
532	4	1	0	1	1	1643
532	4	0	1	2	1	10
532	4	1	0	2	1	147
532	4	0	1	3	1	7
532	4	1	0	3	1	323
532	4	0	1	4	1	4
532	4	1	0	4	1	718
532	4	0	1	5	1	6
532	4	1	0	5	1	455
532	4	0	2	1	1	3
532	4	2	0	1	1	1374
532	4	0	2	2	1	12
532	4	2	0	2	1	127
532	4	0	2	3	1	8
532	4	2	0	3	1	287
532	4	0	2	4	1	4
532	4	2	0	4	1	584
532	4	0	2	5	1	6
532	4	2	0	5	1	376
532	4	0	3	1	1	10
532	4	3	0	1	1	238
532	5	0	1	1	0	3
532	5	1	0	1	0	151.2
532	5	0	1	2	0	10
532	5	1	0	2	0	13.2
532	5	0	1	3	0	7
532	5	1	0	3	0	30.7
532	5	0	1	4	0	4
532	5	1	0	4	0	66.9
532	5	0	1	5	0	6
532	5	1	0	5	0	40.4
532	5	0	2	1	0	3
532	5	2	0	1	0	128.2
532	5	0	2	2	0	12
532	5	2	0	2	0	11.4
532	5	0	2	3	0	8
532	5	2	0	3	0	27.6
532	5	0	2	4	0	4
532	5	2	0	4	0	55.4
532	5	0	2	5	0	6
532	5	2	0	5	0	33.7
532	5	0	3	1	0	10
532	5	3	0	1	0	20.4
532	6	1	0	1	1	1043
532	6	0	1	1	0	2
532	6	1	0	1	0	1032.2
532	6	1	0	2	1	122
532	6	0	1	2	0	3
532	6	1	0	2	0	120.7
532	6	1	0	3	1	210
532	6	0	1	3	0	4
532	6	1	0	3	0	202.8
532	6	1	0	4	1	434
532	6	0	1	4	0	3
532	6	1	0	4	0	435.3
532	6	1	0	5	1	277
532	6	0	1	5	0	3
532	6	1	0	5	0	273.4
532	6	2	0	1	1	723
532	6	0	2	1	0	2
532	6	2	0	1	0	708.8
532	6	2	0	2	1	77
532	6	0	2	2	0	3
532	6	2	0	2	0	75.2
532	6	2	0	3	1	154
532	6	0	2	3	0	6
532	6	2	0	3	0	146
532	6	2	0	4	1	303
532	6	0	2	4	0	3
532	6	2	0	4	0	302.7
532	6	2	0	5	1	189
532	6	0	2	5	0	3
532	6	2	0	5	0	185
532	6	3	0	1	1	296
532	6	0	3	1	0	3
532	6	3	0	1	0	299.6
532	7	0	1	1	1	4
532	7	1	0	1	1	1662
532	7	0	1	2	1	13
532	7	1	0	2	1	156
532	7	0	1	3	1	9
532	7	1	0	3	1	356
532	7	0	1	4	1	5
532	7	1	0	4	1	754
532	7	0	1	5	1	7
532	7	1	0	5	1	396
532	7	0	2	1	1	4
532	7	2	0	1	1	1350
532	7	0	2	2	1	11
532	7	2	0	2	1	112
532	7	0	2	3	1	9
532	7	2	0	3	1	286
532	7	0	2	4	1	6
532	7	2	0	4	1	634
532	7	0	2	5	1	7
532	7	2	0	5	1	318
532	7	0	3	1	1	12
532	7	3	0	1	1	273
532	8	0	1	1	0	4
532	8	1	0	1	0	129.5
532	8	0	1	2	0	13
532	8	1	0	2	0	11
532	8	0	1	3	0	9
532	8	1	0	3	0	27.4
532	8	0	1	4	0	5
532	8	1	0	4	0	59.7
532	8	0	1	5	0	7
532	8	1	0	5	0	31.4
532	8	0	2	1	0	4
532	8	2	0	1	0	105.2
532	8	0	2	2	0	11
532	8	2	0	2	0	7.6
532	8	0	2	3	0	9
532	8	2	0	3	0	22
532	8	0	2	4	0	6
532	8	2	0	4	0	50.3
532	8	0	2	5	0	7
532	8	2	0	5	0	25.3
532	8	0	3	1	0	12
532	8	3	0	1	0	21.3
533	1	1	0	1	1	1835
533	1	1	0	2	1	177
533	1	1	0	3	1	358
533	1	1	0	4	1	820
533	1	1	0	5	1	480
533	1	2	0	1	1	1389
533	1	2	0	2	1	121
533	1	2	0	3	1	278
533	1	2	0	4	1	638
533	1	2	0	5	1	352
533	1	3	0	1	1	364
533	2	1	0	1	0	169.5
533	2	1	0	2	0	17
533	2	1	0	3	0	34.4
533	2	1	0	4	0	74.4
533	2	1	0	5	0	43.7
533	2	2	0	1	0	132.1
533	2	2	0	2	0	12.1
533	2	2	0	3	0	28
533	2	2	0	4	0	58.7
533	2	2	0	5	0	33.3
533	2	3	0	1	0	30
533	3	0	1	1	0	3
533	3	1	0	1	0	184.6
533	3	0	1	2	0	9
533	3	1	0	2	0	21.7
533	3	0	1	3	0	10
533	3	1	0	3	0	28.3
533	3	0	1	4	0	5
533	3	1	0	4	0	95.1
533	3	0	1	5	0	5
533	3	1	0	5	0	39.6
533	3	0	2	1	0	4
533	3	2	0	1	0	116.5
533	3	0	2	2	0	13
533	3	2	0	2	0	12.9
533	3	0	2	3	0	9
533	3	2	0	3	0	21
533	3	0	2	4	0	5
533	3	2	0	4	0	58.6
533	3	0	2	5	0	9
533	3	2	0	5	0	24
533	3	0	3	1	0	7
533	3	3	0	1	0	62.1
533	4	0	1	1	1	3
533	4	1	0	1	1	1751
533	4	0	1	2	1	10
533	4	1	0	2	1	151
533	4	0	1	3	1	8
533	4	1	0	3	1	360
533	4	0	1	4	1	4
533	4	1	0	4	1	796
533	4	0	1	5	1	5
533	4	1	0	5	1	444
533	4	0	2	1	1	3
533	4	2	0	1	1	1391
533	4	0	2	2	1	11
533	4	2	0	2	1	116
533	4	0	2	3	1	8
533	4	2	0	3	1	295
533	4	0	2	4	1	4
533	4	2	0	4	1	623
533	4	0	2	5	1	6
533	4	2	0	5	1	357
533	4	0	3	1	1	10
533	4	3	0	1	1	333
533	5	0	1	1	0	3
533	5	1	0	1	0	165
533	5	0	1	2	0	10
533	5	1	0	2	0	14.4
533	5	0	1	3	0	8
533	5	1	0	3	0	36
533	5	0	1	4	0	4
533	5	1	0	4	0	72.6
533	5	0	1	5	0	5
533	5	1	0	5	0	42
533	5	0	2	1	0	3
533	5	2	0	1	0	133.7
533	5	0	2	2	0	11
533	5	2	0	2	0	11.3
533	5	0	2	3	0	8
533	5	2	0	3	0	30.4
533	5	0	2	4	0	4
533	5	2	0	4	0	57.5
533	5	0	2	5	0	6
533	5	2	0	5	0	34.4
533	5	0	3	1	0	10
533	5	3	0	1	0	29
533	6	1	0	1	1	1047
533	6	0	1	1	0	2
533	6	1	0	1	0	1055.6
533	6	1	0	2	1	118
533	6	0	1	2	0	3
533	6	1	0	2	0	118.3
533	6	1	0	3	1	213
533	6	0	1	3	0	4
533	6	1	0	3	0	211.5
533	6	1	0	4	1	439
533	6	0	1	4	0	3
533	6	1	0	4	0	446.5
533	6	1	0	5	1	277
533	6	0	1	5	0	2
533	6	1	0	5	0	279.3
533	6	2	0	1	1	724
533	6	0	2	1	0	2
533	6	2	0	1	0	729.6
533	6	2	0	2	1	76
533	6	0	2	2	0	3
533	6	2	0	2	0	75.6
533	6	2	0	3	1	158
533	6	0	2	3	0	6
533	6	2	0	3	0	155.7
533	6	2	0	4	1	303
533	6	0	2	4	0	3
533	6	2	0	4	0	309.2
533	6	2	0	5	1	187
533	6	0	2	5	0	3
533	6	2	0	5	0	189.1
533	6	3	0	1	1	299
533	6	0	3	1	0	3
533	6	3	0	1	0	302.3
533	7	0	1	1	1	4
533	7	1	0	1	1	1733
533	7	0	1	2	1	14
533	7	1	0	2	1	190
533	7	0	1	3	1	11
533	7	1	0	3	1	342
533	7	0	1	4	1	5
533	7	1	0	4	1	746
533	7	0	1	5	1	7
533	7	1	0	5	1	455
533	7	0	2	1	1	4
533	7	2	0	1	1	1390
533	7	0	2	2	1	11
533	7	2	0	2	1	127
533	7	0	2	3	1	10
533	7	2	0	3	1	253
533	7	0	2	4	1	5
533	7	2	0	4	1	628
533	7	0	2	5	1	7
533	7	2	0	5	1	382
533	7	0	3	1	1	13
533	7	3	0	1	1	313
533	8	0	1	1	0	4
533	8	1	0	1	0	142.9
533	8	0	1	2	0	14
533	8	1	0	2	0	16
533	8	0	1	3	0	11
533	8	1	0	3	0	28.3
533	8	0	1	4	0	5
533	8	1	0	4	0	61.1
533	8	0	1	5	0	7
533	8	1	0	5	0	37.5
533	8	0	2	1	0	4
533	8	2	0	1	0	113.4
533	8	0	2	2	0	11
533	8	2	0	2	0	10.5
533	8	0	2	3	0	10
533	8	2	0	3	0	20.7
533	8	0	2	4	0	5
533	8	2	0	4	0	50.9
533	8	0	2	5	0	7
533	8	2	0	5	0	31.3
533	8	0	3	1	0	13
533	8	3	0	1	0	26.9
534	1	1	0	1	1	1875
534	1	1	0	2	1	171
534	1	1	0	3	1	387
534	1	1	0	4	1	859
534	1	1	0	5	1	458
534	1	2	0	1	1	1461
534	1	2	0	2	1	122
534	1	2	0	3	1	294
534	1	2	0	4	1	676
534	1	2	0	5	1	369
534	1	3	0	1	1	335
534	2	1	0	1	0	175.8
534	2	1	0	2	0	16.9
534	2	1	0	3	0	37.2
534	2	1	0	4	0	77.3
534	2	1	0	5	0	44.3
534	2	2	0	1	0	138.3
534	2	2	0	2	0	12.2
534	2	2	0	3	0	28.8
534	2	2	0	4	0	62.2
534	2	2	0	5	0	35.1
534	2	3	0	1	0	29.9
534	3	0	1	1	0	3
534	3	1	0	1	0	183.2
534	3	0	1	2	0	9
534	3	1	0	2	0	21.9
534	3	0	1	3	0	10
534	3	1	0	3	0	27.8
534	3	0	1	4	0	5
534	3	1	0	4	0	97.2
534	3	0	1	5	0	5
534	3	1	0	5	0	36.2
534	3	0	2	1	0	4
534	3	2	0	1	0	114.2
534	3	0	2	2	0	12
534	3	2	0	2	0	14
534	3	0	2	3	0	9
534	3	2	0	3	0	19.8
534	3	0	2	4	0	5
534	3	2	0	4	0	59.6
534	3	0	2	5	0	9
534	3	2	0	5	0	20.8
534	3	0	3	1	0	7
534	3	3	0	1	0	62.3
534	4	0	1	1	1	3
534	4	1	0	1	1	1867
534	4	0	1	2	1	10
534	4	1	0	2	1	163
534	4	0	1	3	1	7
534	4	1	0	3	1	360
534	4	0	1	4	1	4
534	4	1	0	4	1	830
534	4	0	1	5	1	5
534	4	1	0	5	1	514
534	4	0	2	1	1	3
534	4	2	0	1	1	1513
534	4	0	2	2	1	12
534	4	2	0	2	1	105
534	4	0	2	3	1	7
534	4	2	0	3	1	295
534	4	0	2	4	1	4
534	4	2	0	4	1	688
534	4	0	2	5	1	6
534	4	2	0	5	1	425
534	4	0	3	1	1	10
534	4	3	0	1	1	325
534	5	0	1	1	0	3
534	5	1	0	1	0	174.5
534	5	0	1	2	0	10
534	5	1	0	2	0	15.8
534	5	0	1	3	0	7
534	5	1	0	3	0	36.1
534	5	0	1	4	0	4
534	5	1	0	4	0	75.2
534	5	0	1	5	0	5
534	5	1	0	5	0	47.5
534	5	0	2	1	0	3
534	5	2	0	1	0	144.4
534	5	0	2	2	0	12
534	5	2	0	2	0	10.8
534	5	0	2	3	0	7
534	5	2	0	3	0	30.6
534	5	0	2	4	0	4
534	5	2	0	4	0	63.1
534	5	0	2	5	0	6
534	5	2	0	5	0	39.9
534	5	0	3	1	0	10
534	5	3	0	1	0	27.6
534	6	1	0	1	1	1064
534	6	0	1	1	0	2
534	6	1	0	1	0	1083.9
534	6	1	0	2	1	119
534	6	0	1	2	0	3
534	6	1	0	2	0	120.3
534	6	1	0	3	1	214
534	6	0	1	3	0	4
534	6	1	0	3	0	218.1
534	6	1	0	4	1	446
534	6	0	1	4	0	3
534	6	1	0	4	0	455.1
534	6	1	0	5	1	285
534	6	0	1	5	0	2
534	6	1	0	5	0	290.4
534	6	2	0	1	1	737
534	6	0	2	1	0	2
534	6	2	0	1	0	756.6
534	6	2	0	2	1	76
534	6	0	2	2	0	3
534	6	2	0	2	0	77.1
534	6	2	0	3	1	161
534	6	0	2	3	0	6
534	6	2	0	3	0	165.1
534	6	2	0	4	1	306
534	6	0	2	4	0	3
534	6	2	0	4	0	315.5
534	6	2	0	5	1	194
534	6	0	2	5	0	3
534	6	2	0	5	0	198.9
534	6	3	0	1	1	303
534	6	0	3	1	0	3
534	6	3	0	1	0	303.7
534	7	0	1	1	1	4
534	7	1	0	1	1	1641
534	7	0	1	2	1	15
534	7	1	0	2	1	156
534	7	0	1	3	1	10
534	7	1	0	3	1	334
534	7	0	1	4	1	5
534	7	1	0	4	1	731
534	7	0	1	5	1	7
534	7	1	0	5	1	420
534	7	0	2	1	1	4
534	7	2	0	1	1	1354
534	7	0	2	2	1	11
534	7	2	0	2	1	105
534	7	0	2	3	1	9
534	7	2	0	3	1	252
534	7	0	2	4	1	6
534	7	2	0	4	1	636
534	7	0	2	5	1	7
534	7	2	0	5	1	361
534	7	0	3	1	1	13
534	7	3	0	1	1	263
534	8	0	1	1	0	4
534	8	1	0	1	0	144.2
534	8	0	1	2	0	15
534	8	1	0	2	0	13.8
534	8	0	1	3	0	10
534	8	1	0	3	0	28.6
534	8	0	1	4	0	5
534	8	1	0	4	0	64.8
534	8	0	1	5	0	7
534	8	1	0	5	0	36.9
534	8	0	2	1	0	4
534	8	2	0	1	0	117.1
534	8	0	2	2	0	11
534	8	2	0	2	0	9
534	8	0	2	3	0	9
534	8	2	0	3	0	20.9
534	8	0	2	4	0	6
534	8	2	0	4	0	55.9
534	8	0	2	5	0	7
534	8	2	0	5	0	31.3
534	8	0	3	1	0	13
534	8	3	0	1	0	24.8
535	1	1	0	1	1	1885
535	1	1	0	2	1	184
535	1	1	0	3	1	376
535	1	1	0	4	1	845
535	1	1	0	5	1	480
535	1	2	0	1	1	1478
535	1	2	0	2	1	130
535	1	2	0	3	1	297
535	1	2	0	4	1	677
535	1	2	0	5	1	374
535	1	3	0	1	1	330
535	2	1	0	1	0	173
535	2	1	0	2	0	17.9
535	2	1	0	3	0	36.1
535	2	1	0	4	0	75.3
535	2	1	0	5	0	43.7
535	2	2	0	1	0	138.6
535	2	2	0	2	0	12.9
535	2	2	0	3	0	29.2
535	2	2	0	4	0	61.1
535	2	2	0	5	0	35.4
535	2	3	0	1	0	27.9
535	3	0	1	1	0	3
535	3	1	0	1	0	178.3
535	3	0	1	2	0	9
535	3	1	0	2	0	19
535	3	0	1	3	0	10
535	3	1	0	3	0	28.2
535	3	0	1	4	0	5
535	3	1	0	4	0	94.8
535	3	0	1	5	0	6
535	3	1	0	5	0	36.3
535	3	0	2	1	0	4
535	3	2	0	1	0	114.5
535	3	0	2	2	0	11
535	3	2	0	2	0	13.2
535	3	0	2	3	0	9
535	3	2	0	3	0	19.2
535	3	0	2	4	0	5
535	3	2	0	4	0	59.6
535	3	0	2	5	0	9
535	3	2	0	5	0	22.5
535	3	0	3	1	0	7
535	3	3	0	1	0	57.6
535	4	0	1	1	1	3
535	4	1	0	1	1	1897
535	4	0	1	2	1	10
535	4	1	0	2	1	188
535	4	0	1	3	1	7
535	4	1	0	3	1	388
535	4	0	1	4	1	4
535	4	1	0	4	1	870
535	4	0	1	5	1	5
535	4	1	0	5	1	451
535	4	0	2	1	1	3
535	4	2	0	1	1	1535
535	4	0	2	2	1	11
535	4	2	0	2	1	122
535	4	0	2	3	1	7
535	4	2	0	3	1	316
535	4	0	2	4	1	4
535	4	2	0	4	1	730
535	4	0	2	5	1	6
535	4	2	0	5	1	367
535	4	0	3	1	1	11
535	4	3	0	1	1	326
535	5	0	1	1	0	3
535	5	1	0	1	0	175.8
535	5	0	1	2	0	10
535	5	1	0	2	0	17.6
535	5	0	1	3	0	7
535	5	1	0	3	0	37.8
535	5	0	1	4	0	4
535	5	1	0	4	0	77.6
535	5	0	1	5	0	5
535	5	1	0	5	0	42.8
535	5	0	2	1	0	3
535	5	2	0	1	0	142.8
535	5	0	2	2	0	11
535	5	2	0	2	0	11.6
535	5	0	2	3	0	7
535	5	2	0	3	0	31.2
535	5	0	2	4	0	4
535	5	2	0	4	0	64.8
535	5	0	2	5	0	6
535	5	2	0	5	0	35.1
535	5	0	3	1	0	11
535	5	3	0	1	0	29.7
535	6	1	0	1	1	1078
535	6	0	1	1	0	2
535	6	1	0	1	0	1117.3
535	6	1	0	2	1	124
535	6	0	1	2	0	3
535	6	1	0	2	0	126.8
535	6	1	0	3	1	213
535	6	0	1	3	0	4
535	6	1	0	3	0	224.1
535	6	1	0	4	1	456
535	6	0	1	4	0	3
535	6	1	0	4	0	470.9
535	6	1	0	5	1	285
535	6	0	1	5	0	2
535	6	1	0	5	0	295.5
535	6	2	0	1	1	744
535	6	0	2	1	0	2
535	6	2	0	1	0	782.7
535	6	2	0	2	1	77
535	6	0	2	2	0	3
535	6	2	0	2	0	79.9
535	6	2	0	3	1	161
535	6	0	2	3	0	5
535	6	2	0	3	0	171.7
535	6	2	0	4	1	314
535	6	0	2	4	0	3
535	6	2	0	4	0	328.7
535	6	2	0	5	1	192
535	6	0	2	5	0	3
535	6	2	0	5	0	202.5
535	6	3	0	1	1	310
535	6	0	3	1	0	3
535	6	3	0	1	0	310.5
535	7	0	1	1	1	4
535	7	1	0	1	1	1680
535	7	0	1	2	1	14
535	7	1	0	2	1	141
535	7	0	1	3	1	10
535	7	1	0	3	1	351
535	7	0	1	4	1	5
535	7	1	0	4	1	721
535	7	0	1	5	1	7
535	7	1	0	5	1	467
535	7	0	2	1	1	4
535	7	2	0	1	1	1424
535	7	0	2	2	1	11
535	7	2	0	2	1	117
535	7	0	2	3	1	9
535	7	2	0	3	1	284
535	7	0	2	4	1	5
535	7	2	0	4	1	622
535	7	0	2	5	1	7
535	7	2	0	5	1	401
535	7	0	3	1	1	13
535	7	3	0	1	1	227
535	8	0	1	1	0	4
535	8	1	0	1	0	141.6
535	8	0	1	2	0	14
535	8	1	0	2	0	11.4
535	8	0	1	3	0	10
535	8	1	0	3	0	30.6
535	8	0	1	4	0	5
535	8	1	0	4	0	60.8
535	8	0	1	5	0	7
535	8	1	0	5	0	38.7
535	8	0	2	1	0	4
535	8	2	0	1	0	117.5
535	8	0	2	2	0	11
535	8	2	0	2	0	9.2
535	8	0	2	3	0	9
535	8	2	0	3	0	24.2
535	8	0	2	4	0	5
535	8	2	0	4	0	51.5
535	8	0	2	5	0	7
535	8	2	0	5	0	32.5
535	8	0	3	1	0	13
535	8	3	0	1	0	21.4
536	1	1	0	1	1	1966
536	1	1	0	2	1	204
536	1	1	0	3	1	388
536	1	1	0	4	1	885
536	1	1	0	5	1	489
536	1	2	0	1	1	1521
536	1	2	0	2	1	129
536	1	2	0	3	1	297
536	1	2	0	4	1	708
536	1	2	0	5	1	387
536	1	3	0	1	1	362
536	2	1	0	1	0	169.9
536	2	1	0	2	0	18.2
536	2	1	0	3	0	35
536	2	1	0	4	0	75.7
536	2	1	0	5	0	41
536	2	2	0	1	0	131
536	2	2	0	2	0	11.4
536	2	2	0	3	0	26.6
536	2	2	0	4	0	60.5
536	2	2	0	5	0	32.5
536	2	3	0	1	0	31.7
536	3	0	1	1	0	3
536	3	1	0	1	0	179
536	3	0	1	2	0	9
536	3	1	0	2	0	20
536	3	0	1	3	0	11
536	3	1	0	3	0	25.7
536	3	0	1	4	0	5
536	3	1	0	4	0	96.1
536	3	0	1	5	0	6
536	3	1	0	5	0	37.2
536	3	0	2	1	0	4
536	3	2	0	1	0	114.7
536	3	0	2	2	0	11
536	3	2	0	2	0	11.8
536	3	0	2	3	0	9
536	3	2	0	3	0	18.3
536	3	0	2	4	0	5
536	3	2	0	4	0	60
536	3	0	2	5	0	9
536	3	2	0	5	0	24.6
536	3	0	3	1	0	7
536	3	3	0	1	0	58.2
536	4	0	1	1	1	3
536	4	1	0	1	1	1833
536	4	0	1	2	1	10
536	4	1	0	2	1	154
536	4	0	1	3	1	6
536	4	1	0	3	1	398
536	4	0	1	4	1	4
536	4	1	0	4	1	851
536	4	0	1	5	1	5
536	4	1	0	5	1	430
536	4	0	2	1	1	3
536	4	2	0	1	1	1484
536	4	0	2	2	1	9
536	4	2	0	2	1	111
536	4	0	2	3	1	6
536	4	2	0	3	1	320
536	4	0	2	4	1	4
536	4	2	0	4	1	711
536	4	0	2	5	1	6
536	4	2	0	5	1	342
536	4	0	3	1	1	11
536	4	3	0	1	1	316
536	5	0	1	1	0	3
536	5	1	0	1	0	163.8
536	5	0	1	2	0	10
536	5	1	0	2	0	15
536	5	0	1	3	0	6
536	5	1	0	3	0	36.8
536	5	0	1	4	0	4
536	5	1	0	4	0	75
536	5	0	1	5	0	5
536	5	1	0	5	0	37.1
536	5	0	2	1	0	3
536	5	2	0	1	0	132.2
536	5	0	2	2	0	9
536	5	2	0	2	0	11.1
536	5	0	2	3	0	6
536	5	2	0	3	0	29.7
536	5	0	2	4	0	4
536	5	2	0	4	0	62.3
536	5	0	2	5	0	6
536	5	2	0	5	0	29.1
536	5	0	3	1	0	11
536	5	3	0	1	0	28.7
536	6	1	0	1	1	1102
536	6	0	1	1	0	2
536	6	1	0	1	0	1136
536	6	1	0	2	1	124
536	6	0	1	2	0	3
536	6	1	0	2	0	126.8
536	6	1	0	3	1	219
536	6	0	1	3	0	4
536	6	1	0	3	0	230.2
536	6	1	0	4	1	469
536	6	0	1	4	0	2
536	6	1	0	4	0	481.6
536	6	1	0	5	1	290
536	6	0	1	5	0	2
536	6	1	0	5	0	297.3
536	6	2	0	1	1	756
536	6	0	2	1	0	2
536	6	2	0	1	0	795.9
536	6	2	0	2	1	76
536	6	0	2	2	0	3
536	6	2	0	2	0	79.6
536	6	2	0	3	1	165
536	6	0	2	3	0	5
536	6	2	0	3	0	176.8
536	6	2	0	4	1	322
536	6	0	2	4	0	3
536	6	2	0	4	0	337.3
536	6	2	0	5	1	193
536	6	0	2	5	0	3
536	6	2	0	5	0	202.2
536	6	3	0	1	1	321
536	6	0	3	1	0	3
536	6	3	0	1	0	315.9
536	7	0	1	1	1	4
536	7	1	0	1	1	1570
536	7	0	1	2	1	13
536	7	1	0	2	1	147
536	7	0	1	3	1	10
536	7	1	0	3	1	319
536	7	0	1	4	1	5
536	7	1	0	4	1	698
536	7	0	1	5	1	7
536	7	1	0	5	1	406
536	7	0	2	1	1	4
536	7	2	0	1	1	1329
536	7	0	2	2	1	10
536	7	2	0	2	1	121
536	7	0	2	3	1	9
536	7	2	0	3	1	259
536	7	0	2	4	1	5
536	7	2	0	4	1	605
536	7	0	2	5	1	8
536	7	2	0	5	1	344
536	7	0	3	1	1	12
536	7	3	0	1	1	222
536	8	0	1	1	0	4
536	8	1	0	1	0	143.2
536	8	0	1	2	0	13
536	8	1	0	2	0	14
536	8	0	1	3	0	10
536	8	1	0	3	0	30.2
536	8	0	1	4	0	5
536	8	1	0	4	0	62.4
536	8	0	1	5	0	7
536	8	1	0	5	0	36.6
536	8	0	2	1	0	4
536	8	2	0	1	0	117.1
536	8	0	2	2	0	10
536	8	2	0	2	0	11.2
536	8	0	2	3	0	9
536	8	2	0	3	0	23.7
536	8	0	2	4	0	5
536	8	2	0	4	0	52.3
536	8	0	2	5	0	8
536	8	2	0	5	0	29.9
536	8	0	3	1	0	12
536	8	3	0	1	0	24
537	1	1	0	1	1	1961
537	1	1	0	2	1	181
537	1	1	0	3	1	393
537	1	1	0	4	1	892
537	1	1	0	5	1	495
537	1	2	0	1	1	1533
537	1	2	0	2	1	130
537	1	2	0	3	1	308
537	1	2	0	4	1	705
537	1	2	0	5	1	390
537	1	3	0	1	1	336
537	2	1	0	1	0	169.1
537	2	1	0	2	0	15.7
537	2	1	0	3	0	37.1
537	2	1	0	4	0	73.9
537	2	1	0	5	0	42.4
537	2	2	0	1	0	130.5
537	2	2	0	2	0	11.7
537	2	2	0	3	0	28.2
537	2	2	0	4	0	57.7
537	2	2	0	5	0	32.9
537	2	3	0	1	0	30.2
537	3	0	1	1	0	3
537	3	1	0	1	0	176.1
537	3	0	1	2	0	9
537	3	1	0	2	0	19.4
537	3	0	1	3	0	10
537	3	1	0	3	0	23.3
537	3	0	1	4	0	5
537	3	1	0	4	0	94.9
537	3	0	1	5	0	7
537	3	1	0	5	0	38.6
537	3	0	2	1	0	4
537	3	2	0	1	0	113.6
537	3	0	2	2	0	11
537	3	2	0	2	0	12.2
537	3	0	2	3	0	9
537	3	2	0	3	0	16.5
537	3	0	2	4	0	5
537	3	2	0	4	0	59.7
537	3	0	2	5	0	9
537	3	2	0	5	0	25.2
