Cycle	state	hpi	year	month	date	type	pmax	pmin
1988M02	MN	53.69	1988	2	2/1/1988	State	146.67	103.75
1988M03	MN	53.99	1988	3	3/1/1988	State	146.67	103.75
1988M04	MN	54.3	1988	4	4/1/1988	State	146.67	103.75
1988M05	MN	54.6	1988	5	5/1/1988	State	146.67	103.75
1988M06	MN	54.78	1988	6	6/1/1988	State	146.67	103.75
1988M07	MN	54.75	1988	7	7/1/1988	State	146.67	103.75
1988M08	MN	54.59	1988	8	8/1/1988	State	146.67	103.75
1988M09	MN	54.56	1988	9	9/1/1988	State	146.67	103.75
1988M10	MN	54.71	1988	10	10/1/1988	State	146.67	103.75
1988M11	MN	54.91	1988	11	11/1/1988	State	146.67	103.75
1988M12	MN	55.1	1988	12	12/1/1988	State	146.67	103.75
1989M01	MN	55.23	1989	1	1/1/1989	State	146.67	103.75
1989M02	MN	55.32	1989	2	2/1/1989	State	146.67	103.75
1989M03	MN	55.5	1989	3	3/1/1989	State	146.67	103.75
1989M04	MN	55.77	1989	4	4/1/1989	State	146.67	103.75
1989M05	MN	56.03	1989	5	5/1/1989	State	146.67	103.75
1989M06	MN	56.3	1989	6	6/1/1989	State	146.67	103.75
1989M07	MN	56.61	1989	7	7/1/1989	State	146.67	103.75
1989M08	MN	56.78	1989	8	8/1/1989	State	146.67	103.75
1989M09	MN	56.74	1989	9	9/1/1989	State	146.67	103.75
1989M10	MN	56.76	1989	10	10/1/1989	State	146.67	103.75
1989M11	MN	56.93	1989	11	11/1/1989	State	146.67	103.75
1989M12	MN	57.06	1989	12	12/1/1989	State	146.67	103.75
1990M01	MN	57.08	1990	1	1/1/1990	State	146.67	103.75
1990M02	MN	57.1	1990	2	2/1/1990	State	146.67	103.75
1990M03	MN	57.2	1990	3	3/1/1990	State	146.67	103.75
1990M04	MN	57.3	1990	4	4/1/1990	State	146.67	103.75
1990M05	MN	57.43	1990	5	5/1/1990	State	146.67	103.75
1990M06	MN	57.57	1990	6	6/1/1990	State	146.67	103.75
1990M07	MN	57.67	1990	7	7/1/1990	State	146.67	103.75
1990M08	MN	57.76	1990	8	8/1/1990	State	146.67	103.75
1990M09	MN	57.75	1990	9	9/1/1990	State	146.67	103.75
1990M10	MN	57.69	1990	10	10/1/1990	State	146.67	103.75
1990M11	MN	57.7	1990	11	11/1/1990	State	146.67	103.75
1990M12	MN	57.76	1990	12	12/1/1990	State	146.67	103.75
1991M01	MN	57.84	1991	1	1/1/1991	State	146.67	103.75
1991M02	MN	57.95	1991	2	2/1/1991	State	146.67	103.75
1991M03	MN	58.06	1991	3	3/1/1991	State	146.67	103.75
1991M04	MN	58.18	1991	4	4/1/1991	State	146.67	103.75
1991M05	MN	58.29	1991	5	5/1/1991	State	146.67	103.75
1991M06	MN	58.45	1991	6	6/1/1991	State	146.67	103.75
1991M07	MN	58.55	1991	7	7/1/1991	State	146.67	103.75
1991M08	MN	58.55	1991	8	8/1/1991	State	146.67	103.75
1991M09	MN	58.59	1991	9	9/1/1991	State	146.67	103.75
1991M10	MN	58.66	1991	10	10/1/1991	State	146.67	103.75
1991M11	MN	58.67	1991	11	11/1/1991	State	146.67	103.75
1991M12	MN	58.7	1991	12	12/1/1991	State	146.67	103.75
1992M01	MN	58.89	1992	1	1/1/1992	State	146.67	103.75
1992M02	MN	59.2	1992	2	2/1/1992	State	146.67	103.75
1992M03	MN	59.53	1992	3	3/1/1992	State	146.67	103.75
1992M04	MN	59.79	1992	4	4/1/1992	State	146.67	103.75
1992M05	MN	60.03	1992	5	5/1/1992	State	146.67	103.75
1992M06	MN	60.39	1992	6	6/1/1992	State	146.67	103.75
1992M07	MN	60.62	1992	7	7/1/1992	State	146.67	103.75
1992M08	MN	60.68	1992	8	8/1/1992	State	146.67	103.75
1992M09	MN	60.78	1992	9	9/1/1992	State	146.67	103.75
1992M10	MN	60.96	1992	10	10/1/1992	State	146.67	103.75
1992M11	MN	61.06	1992	11	11/1/1992	State	146.67	103.75
1992M12	MN	61.01	1992	12	12/1/1992	State	146.67	103.75
1993M01	MN	61.01	1993	1	1/1/1993	State	146.67	103.75
1993M02	MN	61.21	1993	2	2/1/1993	State	146.67	103.75
1993M03	MN	61.5	1993	3	3/1/1993	State	146.67	103.75
1993M04	MN	61.83	1993	4	4/1/1993	State	146.67	103.75
1993M05	MN	62.38	1993	5	5/1/1993	State	146.67	103.75
1993M06	MN	63.08	1993	6	6/1/1993	State	146.67	103.75
1993M07	MN	63.54	1993	7	7/1/1993	State	146.67	103.75
1993M08	MN	63.79	1993	8	8/1/1993	State	146.67	103.75
1993M09	MN	63.91	1993	9	9/1/1993	State	146.67	103.75
1993M10	MN	63.88	1993	10	10/1/1993	State	146.67	103.75
1993M11	MN	63.87	1993	11	11/1/1993	State	146.67	103.75
1993M12	MN	63.93	1993	12	12/1/1993	State	146.67	103.75
1994M01	MN	64.11	1994	1	1/1/1994	State	146.67	103.75
1994M02	MN	64.36	1994	2	2/1/1994	State	146.67	103.75
1994M03	MN	64.65	1994	3	3/1/1994	State	146.67	103.75
1994M04	MN	64.97	1994	4	4/1/1994	State	146.67	103.75
1994M05	MN	65.47	1994	5	5/1/1994	State	146.67	103.75
1994M06	MN	66.11	1994	6	6/1/1994	State	146.67	103.75
1994M07	MN	66.49	1994	7	7/1/1994	State	146.67	103.75
1994M08	MN	66.48	1994	8	8/1/1994	State	146.67	103.75
1994M09	MN	66.28	1994	9	9/1/1994	State	146.67	103.75
1994M10	MN	66.22	1994	10	10/1/1994	State	146.67	103.75
1994M11	MN	66.39	1994	11	11/1/1994	State	146.67	103.75
1994M12	MN	66.56	1994	12	12/1/1994	State	146.67	103.75
1995M01	MN	66.57	1995	1	1/1/1995	State	146.67	103.75
1995M02	MN	66.65	1995	2	2/1/1995	State	146.67	103.75
1995M03	MN	66.88	1995	3	3/1/1995	State	146.67	103.75
1995M04	MN	67.21	1995	4	4/1/1995	State	146.67	103.75
1995M05	MN	67.6	1995	5	5/1/1995	State	146.67	103.75
1995M06	MN	68.13	1995	6	6/1/1995	State	146.67	103.75
1995M07	MN	68.71	1995	7	7/1/1995	State	146.67	103.75
1995M08	MN	69.08	1995	8	8/1/1995	State	146.67	103.75
1995M09	MN	69.28	1995	9	9/1/1995	State	146.67	103.75
1995M10	MN	69.35	1995	10	10/1/1995	State	146.67	103.75
1995M11	MN	69.25	1995	11	11/1/1995	State	146.67	103.75
1995M12	MN	69.18	1995	12	12/1/1995	State	146.67	103.75
1996M01	MN	69.28	1996	1	1/1/1996	State	146.67	103.75
1996M02	MN	69.59	1996	2	2/1/1996	State	146.67	103.75
1996M03	MN	70.12	1996	3	3/1/1996	State	146.67	103.75
1996M04	MN	70.74	1996	4	4/1/1996	State	146.67	103.75
1996M05	MN	71.31	1996	5	5/1/1996	State	146.67	103.75
1996M06	MN	71.73	1996	6	6/1/1996	State	146.67	103.75
1996M07	MN	72.12	1996	7	7/1/1996	State	146.67	103.75
1996M08	MN	72.34	1996	8	8/1/1996	State	146.67	103.75
1996M09	MN	72.33	1996	9	9/1/1996	State	146.67	103.75
1996M10	MN	72.38	1996	10	10/1/1996	State	146.67	103.75
1996M11	MN	72.51	1996	11	11/1/1996	State	146.67	103.75
1996M12	MN	72.59	1996	12	12/1/1996	State	146.67	103.75
1997M01	MN	72.68	1997	1	1/1/1997	State	146.67	103.75
1997M02	MN	72.82	1997	2	2/1/1997	State	146.67	103.75
1997M03	MN	73.09	1997	3	3/1/1997	State	146.67	103.75
1997M04	MN	73.61	1997	4	4/1/1997	State	146.67	103.75
1997M05	MN	74.2	1997	5	5/1/1997	State	146.67	103.75
1997M06	MN	74.72	1997	6	6/1/1997	State	146.67	103.75
1997M07	MN	75.13	1997	7	7/1/1997	State	146.67	103.75
1997M08	MN	75.39	1997	8	8/1/1997	State	146.67	103.75
1997M09	MN	75.57	1997	9	9/1/1997	State	146.67	103.75
1997M10	MN	75.57	1997	10	10/1/1997	State	146.67	103.75
1997M11	MN	75.46	1997	11	11/1/1997	State	146.67	103.75
1997M12	MN	75.45	1997	12	12/1/1997	State	146.67	103.75
1998M01	MN	75.61	1998	1	1/1/1998	State	146.67	103.75
1998M02	MN	75.9	1998	2	2/1/1998	State	146.67	103.75
1998M03	MN	76.52	1998	3	3/1/1998	State	146.67	103.75
1998M04	MN	77.35	1998	4	4/1/1998	State	146.67	103.75
1998M05	MN	78.08	1998	5	5/1/1998	State	146.67	103.75
1998M06	MN	78.81	1998	6	6/1/1998	State	146.67	103.75
1998M07	MN	79.63	1998	7	7/1/1998	State	146.67	103.75
1998M08	MN	80.27	1998	8	8/1/1998	State	146.67	103.75
1998M09	MN	80.52	1998	9	9/1/1998	State	146.67	103.75
1998M10	MN	80.79	1998	10	10/1/1998	State	146.67	103.75
1998M11	MN	81.22	1998	11	11/1/1998	State	146.67	103.75
1998M12	MN	81.58	1998	12	12/1/1998	State	146.67	103.75
1999M01	MN	81.8	1999	1	1/1/1999	State	146.67	103.75
1999M02	MN	82.17	1999	2	2/1/1999	State	146.67	103.75
1999M03	MN	83.02	1999	3	3/1/1999	State	146.67	103.75
1999M04	MN	84.26	1999	4	4/1/1999	State	146.67	103.75
1999M05	MN	85.59	1999	5	5/1/1999	State	146.67	103.75
1999M06	MN	86.84	1999	6	6/1/1999	State	146.67	103.75
1999M07	MN	87.96	1999	7	7/1/1999	State	146.67	103.75
1999M08	MN	88.82	1999	8	8/1/1999	State	146.67	103.75
1999M09	MN	89.3	1999	9	9/1/1999	State	146.67	103.75
1999M10	MN	89.48	1999	10	10/1/1999	State	146.67	103.75
1999M11	MN	89.66	1999	11	11/1/1999	State	146.67	103.75
1999M12	MN	90.2	1999	12	12/1/1999	State	146.67	103.75
2000M01	MN	90.83	2000	1	1/1/2000	State	146.67	103.75
2000M02	MN	91.6	2000	2	2/1/2000	State	146.67	103.75
2000M03	MN	92.82	2000	3	3/1/2000	State	146.67	103.75
2000M04	MN	94.24	2000	4	4/1/2000	State	146.67	103.75
2000M05	MN	95.63	2000	5	5/1/2000	State	146.67	103.75
2000M06	MN	96.81	2000	6	6/1/2000	State	146.67	103.75
2000M07	MN	97.62	2000	7	7/1/2000	State	146.67	103.75
2000M08	MN	98.2	2000	8	8/1/2000	State	146.67	103.75
2000M09	MN	98.84	2000	9	9/1/2000	State	146.67	103.75
2000M10	MN	99.4	2000	10	10/1/2000	State	146.67	103.75
2000M11	MN	99.69	2000	11	11/1/2000	State	146.67	103.75
2000M12	MN	100	2000	12	12/1/2000	State	146.67	103.75
2001M01	MN	100.5	2001	1	1/1/2001	State	146.67	103.75
2001M02	MN	101.14	2001	2	2/1/2001	State	146.67	103.75
2001M03	MN	102.2	2001	3	3/1/2001	State	146.67	103.75
2001M04	MN	103.82	2001	4	4/1/2001	State	146.67	103.75
2001M05	MN	105.31	2001	5	5/1/2001	State	146.67	103.75
2001M06	MN	106.42	2001	6	6/1/2001	State	146.67	103.75
2001M07	MN	107.4	2001	7	7/1/2001	State	146.67	103.75
2001M08	MN	108.08	2001	8	8/1/2001	State	146.67	103.75
2001M09	MN	108.63	2001	9	9/1/2001	State	146.67	103.75
2001M10	MN	108.99	2001	10	10/1/2001	State	146.67	103.75
2001M11	MN	109.06	2001	11	11/1/2001	State	146.67	103.75
2001M12	MN	109.21	2001	12	12/1/2001	State	146.67	103.75
2002M01	MN	109.72	2002	1	1/1/2002	State	146.67	103.75
2002M02	MN	110.63	2002	2	2/1/2002	State	146.67	103.75
2002M03	MN	111.94	2002	3	3/1/2002	State	146.67	103.75
2002M04	MN	113.59	2002	4	4/1/2002	State	146.67	103.75
2002M05	MN	115.23	2002	5	5/1/2002	State	146.67	103.75
2002M06	MN	116.56	2002	6	6/1/2002	State	146.67	103.75
2002M07	MN	117.74	2002	7	7/1/2002	State	146.67	103.75
2002M08	MN	118.63	2002	8	8/1/2002	State	146.67	103.75
2002M09	MN	119.2	2002	9	9/1/2002	State	146.67	103.75
2002M10	MN	119.75	2002	10	10/1/2002	State	146.67	103.75
2002M11	MN	120.08	2002	11	11/1/2002	State	146.67	103.75
2002M12	MN	120.12	2002	12	12/1/2002	State	146.67	103.75
2003M01	MN	120.15	2003	1	1/1/2003	State	146.67	103.75
2003M02	MN	120.55	2003	2	2/1/2003	State	146.67	103.75
2003M03	MN	121.46	2003	3	3/1/2003	State	146.67	103.75
2003M04	MN	122.88	2003	4	4/1/2003	State	146.67	103.75
2003M05	MN	124.51	2003	5	5/1/2003	State	146.67	103.75
2003M06	MN	125.92	2003	6	6/1/2003	State	146.67	103.75
2003M07	MN	127.03	2003	7	7/1/2003	State	146.67	103.75
2003M08	MN	127.78	2003	8	8/1/2003	State	146.67	103.75
2003M09	MN	128.22	2003	9	9/1/2003	State	146.67	103.75
2003M10	MN	128.61	2003	10	10/1/2003	State	146.67	103.75
2003M11	MN	128.88	2003	11	11/1/2003	State	146.67	103.75
2003M12	MN	128.85	2003	12	12/1/2003	State	146.67	103.75
2004M01	MN	128.91	2004	1	1/1/2004	State	146.67	103.75
2004M02	MN	129.47	2004	2	2/1/2004	State	146.67	103.75
2004M03	MN	130.51	2004	3	3/1/2004	State	146.67	103.75
2004M04	MN	132.02	2004	4	4/1/2004	State	146.67	103.75
2004M05	MN	134.07	2004	5	5/1/2004	State	146.67	103.75
2004M06	MN	135.91	2004	6	6/1/2004	State	146.67	103.75
2004M07	MN	136.99	2004	7	7/1/2004	State	146.67	103.75
2004M08	MN	137.33	2004	8	8/1/2004	State	146.67	103.75
2004M09	MN	137.25	2004	9	9/1/2004	State	146.67	103.75
2004M10	MN	137.28	2004	10	10/1/2004	State	146.67	103.75
2004M11	MN	137.16	2004	11	11/1/2004	State	146.67	103.75
2004M12	MN	136.69	2004	12	12/1/2004	State	146.67	103.75
2005M01	MN	136.45	2005	1	1/1/2005	State	146.67	103.75
2005M02	MN	136.92	2005	2	2/1/2005	State	146.67	103.75
2005M03	MN	138.29	2005	3	3/1/2005	State	146.67	103.75
2005M04	MN	140.2	2005	4	4/1/2005	State	146.67	103.75
2005M05	MN	141.89	2005	5	5/1/2005	State	146.67	103.75
2005M06	MN	143.26	2005	6	6/1/2005	State	146.67	103.75
2005M07	MN	144.07	2005	7	7/1/2005	State	146.67	103.75
2005M08	MN	144.58	2005	8	8/1/2005	State	146.67	103.75
2005M09	MN	145.09	2005	9	9/1/2005	State	146.67	103.75
2005M10	MN	144.93	2005	10	10/1/2005	State	146.67	103.75
2005M11	MN	144.15	2005	11	11/1/2005	State	146.67	103.75
2005M12	MN	143.28	2005	12	12/1/2005	State	146.67	103.75
2006M01	MN	142.92	2006	1	1/1/2006	State	146.67	103.75
2006M02	MN	143.35	2006	2	2/1/2006	State	146.67	103.75
2006M03	MN	144.31	2006	3	3/1/2006	State	146.67	103.75
2006M04	MN	145.25	2006	4	4/1/2006	State	146.67	103.75
2006M05	MN	146.15	2006	5	5/1/2006	State	146.67	103.75
2006M06	MN	146.67	2006	6	6/1/2006	State	146.67	103.75
2006M07	MN	146.59	2006	7	7/1/2006	State	146.67	103.75
2006M08	MN	146.1	2006	8	8/1/2006	State	146.67	103.75
2006M09	MN	145.15	2006	9	9/1/2006	State	146.67	103.75
2006M10	MN	144.14	2006	10	10/1/2006	State	146.67	103.75
2006M11	MN	142.97	2006	11	11/1/2006	State	146.67	103.75
2006M12	MN	141.71	2006	12	12/1/2006	State	146.67	103.75
2007M01	MN	141.32	2007	1	1/1/2007	State	146.67	103.75
2007M02	MN	141.82	2007	2	2/1/2007	State	146.67	103.75
2007M03	MN	142.64	2007	3	3/1/2007	State	146.67	103.75
2007M04	MN	143.31	2007	4	4/1/2007	State	146.67	103.75
2007M05	MN	143.73	2007	5	5/1/2007	State	146.67	103.75
2007M06	MN	143.92	2007	6	6/1/2007	State	146.67	103.75
2007M07	MN	143.64	2007	7	7/1/2007	State	146.67	103.75
2007M08	MN	142.79	2007	8	8/1/2007	State	146.67	103.75
2007M09	MN	141.33	2007	9	9/1/2007	State	146.67	103.75
2007M10	MN	139.08	2007	10	10/1/2007	State	146.67	103.75
2007M11	MN	136.47	2007	11	11/1/2007	State	146.67	103.75
2007M12	MN	134.07	2007	12	12/1/2007	State	146.67	103.75
2008M01	MN	132.16	2008	1	1/1/2008	State	146.67	103.75
2008M02	MN	131.05	2008	2	2/1/2008	State	146.67	103.75
2008M03	MN	130.64	2008	3	3/1/2008	State	146.67	103.75
2008M04	MN	130.87	2008	4	4/1/2008	State	146.67	103.75
2008M05	MN	131.2	2008	5	5/1/2008	State	146.67	103.75
2008M06	MN	131.4	2008	6	6/1/2008	State	146.67	103.75
2008M07	MN	131.71	2008	7	7/1/2008	State	146.67	103.75
2008M08	MN	131.53	2008	8	8/1/2008	State	146.67	103.75
2008M09	MN	129.9	2008	9	9/1/2008	State	146.67	103.75
2008M10	MN	127.11	2008	10	10/1/2008	State	146.67	103.75
2008M11	MN	123.87	2008	11	11/1/2008	State	146.67	103.75
2008M12	MN	120.75	2008	12	12/1/2008	State	146.67	103.75
2009M01	MN	118.49	2009	1	1/1/2009	State	146.67	103.75
2009M02	MN	117.26	2009	2	2/1/2009	State	146.67	103.75
2009M03	MN	117.13	2009	3	3/1/2009	State	146.67	103.75
2009M04	MN	117.91	2009	4	4/1/2009	State	146.67	103.75
2009M05	MN	119.19	2009	5	5/1/2009	State	146.67	103.75
2009M06	MN	120.6	2009	6	6/1/2009	State	146.67	103.75
2009M07	MN	121.4	2009	7	7/1/2009	State	146.67	103.75
2009M08	MN	121.01	2009	8	8/1/2009	State	146.67	103.75
2009M09	MN	120.27	2009	9	9/1/2009	State	146.67	103.75
2009M10	MN	119.81	2009	10	10/1/2009	State	146.67	103.75
2009M11	MN	118.99	2009	11	11/1/2009	State	146.67	103.75
2009M12	MN	117.56	2009	12	12/1/2009	State	146.67	103.75
2010M01	MN	116.28	2010	1	1/1/2010	State	146.67	103.75
2010M02	MN	115.96	2010	2	2/1/2010	State	146.67	103.75
2010M03	MN	116.71	2010	3	3/1/2010	State	146.67	103.75
2010M04	MN	118.02	2010	4	4/1/2010	State	146.67	103.75
2010M05	MN	119.17	2010	5	5/1/2010	State	146.67	103.75
2010M06	MN	119.22	2010	6	6/1/2010	State	146.67	103.75
2010M07	MN	118.02	2010	7	7/1/2010	State	146.67	103.75
2010M08	MN	116.34	2010	8	8/1/2010	State	146.67	103.75
2010M09	MN	114.89	2010	9	9/1/2010	State	146.67	103.75
2010M10	MN	113.76	2010	10	10/1/2010	State	146.67	103.75
2010M11	MN	112.34	2010	11	11/1/2010	State	146.67	103.75
2010M12	MN	110.31	2010	12	12/1/2010	State	146.67	103.75
2011M01	MN	108.28	2011	1	1/1/2011	State	146.67	103.75
2011M02	MN	106.99	2011	2	2/1/2011	State	146.67	103.75
2011M03	MN	106.82	2011	3	3/1/2011	State	146.67	103.75
2011M04	MN	107.58	2011	4	4/1/2011	State	146.67	103.75
2011M05	MN	108.9	2011	5	5/1/2011	State	146.67	103.75
2011M06	MN	110.31	2011	6	6/1/2011	State	146.67	103.75
2011M07	MN	110.79	2011	7	7/1/2011	State	146.67	103.75
2011M08	MN	110.21	2011	8	8/1/2011	State	146.67	103.75
2011M09	MN	109.45	2011	9	9/1/2011	State	146.67	103.75
2011M10	MN	108.49	2011	10	10/1/2011	State	146.67	103.75
2011M11	MN	106.94	2011	11	11/1/2011	State	146.67	103.75
2011M12	MN	105.12	2011	12	12/1/2011	State	146.67	103.75
2012M01	MN	103.75	2012	1	1/1/2012	State	146.67	103.75
2012M02	MN	103.82	2012	2	2/1/2012	State	146.67	103.75
2012M03	MN	105.66	2012	3	3/1/2012	State	146.67	103.75
2012M04	MN	108.58	2012	4	4/1/2012	State	146.67	103.75
2012M05	MN	111.6	2012	5	5/1/2012	State	146.67	103.75
2012M06	MN	113.87	2012	6	6/1/2012	State	146.67	103.75
2012M07	MN	114.97	2012	7	7/1/2012	State	146.67	103.75
2012M08	MN	115.02	2012	8	8/1/2012	State	146.67	103.75
2012M09	MN	114.76	2012	9	9/1/2012	State	146.67	103.75
2012M10	MN	114.6	2012	10	10/1/2012	State	146.67	103.75
2012M11	MN	114.19	2012	11	11/1/2012	State	146.67	103.75
2012M12	MN	113.42	2012	12	12/1/2012	State	146.67	103.75
2013M01	MN	113	2013	1	1/1/2013	State	146.67	103.75
2013M02	MN	113.59	2013	2	2/1/2013	State	146.67	103.75
2013M03	MN	115.4	2013	3	3/1/2013	State	146.67	103.75
2013M04	MN	118.31	2013	4	4/1/2013	State	146.67	103.75
2013M05	MN	121.36	2013	5	5/1/2013	State	146.67	103.75
2013M06	MN	123.82	2013	6	6/1/2013	State	146.67	103.75
2013M07	MN	125.46	2013	7	7/1/2013	State	146.67	103.75
2013M08	MN	126.05	2013	8	8/1/2013	State	146.67	103.75
2013M09	MN	125.7	2013	9	9/1/2013	State	146.67	103.75
2013M10	MN	125.06	2013	10	10/1/2013	State	146.67	103.75
2013M11	MN	124.21	2013	11	11/1/2013	State	146.67	103.75
2013M12	MN	123	2013	12	12/1/2013	State	146.67	103.75
2014M01	MN	122.25	2014	1	1/1/2014	State	146.67	103.75
2014M02	MN	122.87	2014	2	2/1/2014	State	146.67	103.75
2014M03	MN	124.78	2014	3	3/1/2014	State	146.67	103.75
2014M04	MN	127.12	2014	4	4/1/2014	State	146.67	103.75
2014M05	MN	129.09	2014	5	5/1/2014	State	146.67	103.75
2014M06	MN	130.35	2014	6	6/1/2014	State	146.67	103.75
2014M07	MN	130.77	2014	7	7/1/2014	State	146.67	103.75
2014M08	MN	130.49	2014	8	8/1/2014	State	146.67	103.75
2014M09	MN	129.75	2014	9	9/1/2014	State	146.67	103.75
2014M10	MN	128.83	2014	10	10/1/2014	State	146.67	103.75
2014M11	MN	127.73	2014	11	11/1/2014	State	146.67	103.75
2014M12	MN	126.36	2014	12	12/1/2014	State	146.67	103.75
2015M01	MN	125.46	2015	1	1/1/2015	State	146.67	103.75
2015M02	MN	125.84	2015	2	2/1/2015	State	146.67	103.75
2015M03	MN	127.84	2015	3	3/1/2015	State	146.67	103.75
2015M04	MN	130.92	2015	4	4/1/2015	State	146.67	103.75
2015M05	MN	133.83	2015	5	5/1/2015	State	146.67	103.75
2015M06	MN	135.83	2015	6	6/1/2015	State	146.67	103.75
2015M07	MN	136.71	2015	7	7/1/2015	State	146.67	103.75
2015M08	MN	136.8	2015	8	8/1/2015	State	146.67	103.75
2015M09	MN	136.4	2015	9	9/1/2015	State	146.67	103.75
2015M10	MN	135.59	2015	10	10/1/2015	State	146.67	103.75
2015M11	MN	134.61	2015	11	11/1/2015	State	146.67	103.75
2015M12	MN	133.54	2015	12	12/1/2015	State	146.67	103.75
2016M01	MN	132.66	2016	1	1/1/2016	State	146.67	103.75
2016M02	MN	132.19	2016	2	2/1/2016	State	146.67	103.75
2016M03	MN	133.41	2016	3	3/1/2016	State	146.67	103.75
1975M01	MO	30.57	1975	1	1/1/1975	State	135.32	108.02
1975M02	MO	31.92	1975	2	2/1/1975	State	135.32	108.02
1975M03	MO	33.29	1975	3	3/1/1975	State	135.32	108.02
1975M04	MO	34.4	1975	4	4/1/1975	State	135.32	108.02
1975M05	MO	34.33	1975	5	5/1/1975	State	135.32	108.02
1975M06	MO	33.23	1975	6	6/1/1975	State	135.32	108.02
1975M07	MO	32.23	1975	7	7/1/1975	State	135.32	108.02
1975M08	MO	31.67	1975	8	8/1/1975	State	135.32	108.02
1975M09	MO	31.4	1975	9	9/1/1975	State	135.32	108.02
1975M10	MO	31.21	1975	10	10/1/1975	State	135.32	108.02
1975M11	MO	31.16	1975	11	11/1/1975	State	135.32	108.02
1975M12	MO	31.35	1975	12	12/1/1975	State	135.32	108.02
1976M01	MO	31.8	1976	1	1/1/1976	State	135.32	108.02
1976M02	MO	32.61	1976	2	2/1/1976	State	135.32	108.02
1976M03	MO	33.82	1976	3	3/1/1976	State	135.32	108.02
1976M04	MO	35.12	1976	4	4/1/1976	State	135.32	108.02
1976M05	MO	35.3	1976	5	5/1/1976	State	135.32	108.02
1976M06	MO	34.44	1976	6	6/1/1976	State	135.32	108.02
1976M07	MO	33.71	1976	7	7/1/1976	State	135.32	108.02
1976M08	MO	33.3	1976	8	8/1/1976	State	135.32	108.02
1976M09	MO	33.2	1976	9	9/1/1976	State	135.32	108.02
1976M10	MO	33.29	1976	10	10/1/1976	State	135.32	108.02
1976M11	MO	33.47	1976	11	11/1/1976	State	135.32	108.02
1976M12	MO	33.78	1976	12	12/1/1976	State	135.32	108.02
1977M01	MO	34.21	1977	1	1/1/1977	State	135.32	108.02
1977M02	MO	34.81	1977	2	2/1/1977	State	135.32	108.02
1977M03	MO	35.89	1977	3	3/1/1977	State	135.32	108.02
1977M04	MO	37.42	1977	4	4/1/1977	State	135.32	108.02
1977M05	MO	37.81	1977	5	5/1/1977	State	135.32	108.02
1977M06	MO	37.02	1977	6	6/1/1977	State	135.32	108.02
1977M07	MO	36.71	1977	7	7/1/1977	State	135.32	108.02
1977M08	MO	36.98	1977	8	8/1/1977	State	135.32	108.02
1977M09	MO	37.42	1977	9	9/1/1977	State	135.32	108.02
1977M10	MO	37.78	1977	10	10/1/1977	State	135.32	108.02
1977M11	MO	38.06	1977	11	11/1/1977	State	135.32	108.02
1977M12	MO	38.4	1977	12	12/1/1977	State	135.32	108.02
1978M01	MO	38.89	1978	1	1/1/1978	State	135.32	108.02
1978M02	MO	39.6	1978	2	2/1/1978	State	135.32	108.02
1978M03	MO	40.7	1978	3	3/1/1978	State	135.32	108.02
1978M04	MO	42.25	1978	4	4/1/1978	State	135.32	108.02
1978M05	MO	42.7	1978	5	5/1/1978	State	135.32	108.02
1978M06	MO	42.06	1978	6	6/1/1978	State	135.32	108.02
1978M07	MO	42.03	1978	7	7/1/1978	State	135.32	108.02
1978M08	MO	42.44	1978	8	8/1/1978	State	135.32	108.02
1978M09	MO	42.85	1978	9	9/1/1978	State	135.32	108.02
1978M10	MO	43.11	1978	10	10/1/1978	State	135.32	108.02
1978M11	MO	43.25	1978	11	11/1/1978	State	135.32	108.02
1978M12	MO	43.43	1978	12	12/1/1978	State	135.32	108.02
1979M01	MO	43.87	1979	1	1/1/1979	State	135.32	108.02
1979M02	MO	44.78	1979	2	2/1/1979	State	135.32	108.02
1979M03	MO	46.14	1979	3	3/1/1979	State	135.32	108.02
1979M04	MO	47.69	1979	4	4/1/1979	State	135.32	108.02
1979M05	MO	48.27	1979	5	5/1/1979	State	135.32	108.02
1979M06	MO	47.93	1979	6	6/1/1979	State	135.32	108.02
1979M07	MO	47.73	1979	7	7/1/1979	State	135.32	108.02
1979M08	MO	47.65	1979	8	8/1/1979	State	135.32	108.02
1979M09	MO	47.75	1979	9	9/1/1979	State	135.32	108.02
1979M10	MO	48.02	1979	10	10/1/1979	State	135.32	108.02
1979M11	MO	48.29	1979	11	11/1/1979	State	135.32	108.02
1979M12	MO	48.48	1979	12	12/1/1979	State	135.32	108.02
1980M01	MO	48.81	1980	1	1/1/1980	State	135.32	108.02
1980M02	MO	49.65	1980	2	2/1/1980	State	135.32	108.02
1980M03	MO	51.16	1980	3	3/1/1980	State	135.32	108.02
1980M04	MO	52.96	1980	4	4/1/1980	State	135.32	108.02
1980M05	MO	53.51	1980	5	5/1/1980	State	135.32	108.02
1980M06	MO	52.52	1980	6	6/1/1980	State	135.32	108.02
1980M07	MO	51.36	1980	7	7/1/1980	State	135.32	108.02
1980M08	MO	50.7	1980	8	8/1/1980	State	135.32	108.02
1980M09	MO	50.52	1980	9	9/1/1980	State	135.32	108.02
1980M10	MO	50.51	1980	10	10/1/1980	State	135.32	108.02
1980M11	MO	50.56	1980	11	11/1/1980	State	135.32	108.02
1980M12	MO	50.63	1980	12	12/1/1980	State	135.32	108.02
1981M01	MO	50.65	1981	1	1/1/1981	State	135.32	108.02
