cbsa	cbsa.name	metro.micro	city	FIPS.st	FIPS.place	state	name	metro.pop
10100	"Aberdeen, SD"	Micropolitan Statistical Area	Aberdeen	46	00100	SD	Aberdeen SD	42784
10140	"Aberdeen, WA"	Micropolitan Statistical Area	Aberdeen	53	00100	WA	Aberdeen WA	71122
10180	"Abilene, TX"	Metropolitan Statistical Area	Abilene	48	01000	TX	Abilene TX	169578
10220	"Ada, OK"	Micropolitan Statistical Area	Ada	40	00200	OK	Ada OK	38194
10260	"Adjuntas, PR"	Micropolitan Statistical Area	Adjuntas	72	00358	PR	Adjuntas PR	18579
10300	"Adrian, MI"	Micropolitan Statistical Area	Adrian	26	00440	MI	Adrian MI	98573
10380	"Aguadilla-Isabela, PR"	Metropolitan Statistical Area	Aguadilla	72	00745	PR	Aguadilla PR	315685
10380	"Aguadilla-Isabela, PR"	Metropolitan Statistical Area	Isabela	72	36478	PR	Isabela PR	315685
10420	"Akron, OH"	Metropolitan Statistical Area	Akron	39	01000	OH	Akron OH	704243
10460	"Alamogordo, NM"	Micropolitan Statistical Area	Alamogordo	35	01780	NM	Alamogordo NM	64362
10500	"Albany, GA"	Metropolitan Statistical Area	Albany	13	01052	GA	Albany GA	153526
10540	"Albany, OR"	Metropolitan Statistical Area	Albany	41	01000	OR	Albany OR	120547
10580	"Albany-Schenectady-Troy, NY"	Metropolitan Statistical Area	Albany	36	01000	NY	Albany NY	881830
10580	"Albany-Schenectady-Troy, NY"	Metropolitan Statistical Area	Schenectady	36	65508	NY	Schenectady NY	881830
10580	"Albany-Schenectady-Troy, NY"	Metropolitan Statistical Area	Troy	36	75484	NY	Troy NY	881830
10620	"Albemarle, NC"	Micropolitan Statistical Area	Albemarle	37	00680	NC	Albemarle NC	60714
10660	"Albert Lea, MN"	Micropolitan Statistical Area	Albert Lea	27	00694	MN	Albert Lea MN	30613
10700	"Albertville, AL"	Micropolitan Statistical Area	Albertville	01	00988	AL	Albertville AL	94725
10740	"Albuquerque, NM"	Metropolitan Statistical Area	Albuquerque	35	02000	NM	Albuquerque NM	907301
10760	"Alexander City, AL"	Micropolitan Statistical Area	Alexander City	01	01132	AL	Alexander City AL	0
10780	"Alexandria, LA"	Metropolitan Statistical Area	Alexandria	22	00975	LA	Alexandria LA	154484
10820	"Alexandria, MN"	Micropolitan Statistical Area	Alexandria	27	00928	MN	Alexandria MN	37075
10860	"Alice, TX"	Micropolitan Statistical Area	Alice	48	01852	TX	Alice TX	41382
10900	"Allentown-Bethlehem-Easton, PA-NJ"	Metropolitan Statistical Area	Allentown	42	02000	PA	Allentown PA	832327
10900	"Allentown-Bethlehem-Easton, PA-NJ"	Metropolitan Statistical Area	Bethlehem	42	06088	PA	Bethlehem PA	832327
10940	"Alma, MI"	Micropolitan Statistical Area	Alma	26	01540	MI	Alma MI	41540
10980	"Alpena, MI"	Micropolitan Statistical Area	Alpena	26	01740	MI	Alpena MI	28803
11020	"Altoona, PA"	Metropolitan Statistical Area	Altoona	42	02184	PA	Altoona PA	125593
11060	"Altus, OK"	Micropolitan Statistical Area	Altus	40	01700	OK	Altus OK	25574
11100	"Amarillo, TX"	Metropolitan Statistical Area	Amarillo	48	03000	TX	Amarillo TX	262056
11140	"Americus, GA"	Micropolitan Statistical Area	Americus	13	02116	GA	Americus GA	35947
11180	"Ames, IA"	Metropolitan Statistical Area	Ames	19	01855	IA	Ames IA	96021
11220	"Amsterdam, NY"	Micropolitan Statistical Area	Amsterdam	36	02066	NY	Amsterdam NY	49642
11260	"Anchorage, AK"	Metropolitan Statistical Area	Anchorage	02	03000	AK	Anchorage AK	399790
11380	"Andrews, TX"	Micropolitan Statistical Area	Andrews	48	03216	TX	Andrews TX	18105
11420	"Angola, IN"	Micropolitan Statistical Area	Angola	18	01666	IN	Angola IN	34372
11460	"Ann Arbor, MI"	Metropolitan Statistical Area	Ann Arbor	26	03000	MI	Ann Arbor MI	358880
11500	"Anniston-Oxford-Jacksonville, AL"	Metropolitan Statistical Area	Anniston	01	01852	AL	Anniston AL	115620
11500	"Anniston-Oxford-Jacksonville, AL"	Metropolitan Statistical Area	Jacksonville	01	38272	AL	Jacksonville AL	115620
11500	"Anniston-Oxford-Jacksonville, AL"	Metropolitan Statistical Area	Oxford	01	57576	AL	Oxford AL	115620
11540	"Appleton, WI"	Metropolitan Statistical Area	Appleton	55	02375	WI	Appleton WI	233007
11580	"Arcadia, FL"	Micropolitan Statistical Area	Arcadia	12	01750	FL	Arcadia FL	35458
11620	"Ardmore, OK"	Micropolitan Statistical Area	Ardmore	40	02600	OK	Ardmore OK	48689
11640	"Arecibo, PR"	Metropolitan Statistical Area	Arecibo	72	03368	PR	Arecibo PR	188295
11660	"Arkadelphia, AR"	Micropolitan Statistical Area	Arkadelphia	05	01870	AR	Arkadelphia AR	22633
11680	"Arkansas City-Winfield, KS"	Micropolitan Statistical Area	Arkansas City	20	02300	KS	Arkansas City KS	35788
11680	"Arkansas City-Winfield, KS"	Micropolitan Statistical Area	Winfield	20	79950	KS	Winfield KS	35788
11700	"Asheville, NC"	Metropolitan Statistical Area	Asheville	37	02140	NC	Asheville NC	446840
11740	"Ashland, OH"	Micropolitan Statistical Area	Ashland	39	02568	OH	Ashland OH	53213
11780	"Ashtabula, OH"	Micropolitan Statistical Area	Ashtabula	39	02638	OH	Ashtabula OH	98632
11820	"Astoria, OR"	Micropolitan Statistical Area	Astoria	41	03150	OR	Astoria OR	37831
11860	"Atchison, KS"	Micropolitan Statistical Area	Atchison	20	02900	KS	Atchison KS	16398
11900	"Athens, OH"	Micropolitan Statistical Area	Athens	39	02736	OH	Athens OH	65886
11940	"Athens, TN"	Micropolitan Statistical Area	Athens	47	02320	TN	Athens TN	52639
11980	"Athens, TX"	Micropolitan Statistical Area	Athens	48	04504	TX	Athens TX	79545
12020	"Athens-Clarke County, GA"	Metropolitan Statistical Area	Athens-Clarke County unified government (balance)	13	03440	GA	Athens-Clarke County unified government (balance) GA	203189
12060	"Atlanta-Sandy Springs-Roswell, GA"	Metropolitan Statistical Area	Alpharetta	13	01696	GA	Alpharetta GA	5710795
12060	"Atlanta-Sandy Springs-Roswell, GA"	Metropolitan Statistical Area	Atlanta	13	04000	GA	Atlanta GA	5710795
12060	"Atlanta-Sandy Springs-Roswell, GA"	Metropolitan Statistical Area	Marietta	13	49756	GA	Marietta GA	5710795
12060	"Atlanta-Sandy Springs-Roswell, GA"	Metropolitan Statistical Area	Roswell	13	67284	GA	Roswell GA	5710795
12060	"Atlanta-Sandy Springs-Roswell, GA"	Metropolitan Statistical Area	Sandy Springs	13	68516	GA	Sandy Springs GA	5710795
12100	"Atlantic City-Hammonton, NJ"	Metropolitan Statistical Area	Atlantic City	34	02080	NJ	Atlantic City NJ	274219
12100	"Atlantic City-Hammonton, NJ"	Metropolitan Statistical Area	Hammonton	34	29430	NJ	Hammonton NJ	274219
12120	"Atmore, AL"	Micropolitan Statistical Area	Atmore	01	03004	AL	Atmore AL	0
12140	"Auburn, IN"	Micropolitan Statistical Area	Auburn	18	02674	IN	Auburn IN	42589
12180	"Auburn, NY"	Micropolitan Statistical Area	Auburn	36	03078	NY	Auburn NY	78288
12220	"Auburn-Opelika, AL"	Metropolitan Statistical Area	Auburn	01	03076	AL	Auburn AL	156993
12220	"Auburn-Opelika, AL"	Metropolitan Statistical Area	Opelika	01	57048	AL	Opelika AL	156993
12260	"Augusta-Richmond County, GA-SC"	Metropolitan Statistical Area	Augusta-Richmond County consolidated government (balance)	13	04204	GA	Augusta-Richmond County consolidated government (balance) GA	590146
12300	"Augusta-Waterville, ME"	Micropolitan Statistical Area	Augusta	23	02100	ME	Augusta ME	119980
12300	"Augusta-Waterville, ME"	Micropolitan Statistical Area	Waterville	23	80740	ME	Waterville ME	119980
12380	"Austin, MN"	Micropolitan Statistical Area	Austin	27	02908	MN	Austin MN	39116
12420	"Austin-Round Rock, TX"	Metropolitan Statistical Area	Austin	48	05000	TX	Austin TX	2000860
12420	"Austin-Round Rock, TX"	Metropolitan Statistical Area	Round Rock	48	63500	TX	Round Rock TX	2000860
12460	"Bainbridge, GA"	Micropolitan Statistical Area	Bainbridge	13	04896	GA	Bainbridge GA	27174
12540	"Bakersfield, CA"	Metropolitan Statistical Area	Bakersfield	06	03526	CA	Bakersfield CA	882176
12580	"Baltimore-Columbia-Towson, MD"	Metropolitan Statistical Area	Baltimore	24	04000	MD	Baltimore MD	2797407
12580	"Baltimore-Columbia-Towson, MD"	Metropolitan Statistical Area	Columbia	24	19125	MD	Columbia MD	2797407
12580	"Baltimore-Columbia-Towson, MD"	Metropolitan Statistical Area	Towson	24	78425	MD	Towson MD	2797407
12620	"Bangor, ME"	Metropolitan Statistical Area	Bangor	23	02795	ME	Bangor ME	152692
12660	"Baraboo, WI"	Micropolitan Statistical Area	Baraboo	55	04625	WI	Baraboo WI	63642
12680	"Bardstown, KY"	Micropolitan Statistical Area	Bardstown	21	03628	KY	Bardstown KY	45126
12700	"Barnstable Town, MA"	Metropolitan Statistical Area	Barnstable Town	25	03690	MA	Barnstable Town MA	214333
12740	"Barre, VT"	Micropolitan Statistical Area	Barre	50	03175	VT	Barre VT	58612
12780	"Bartlesville, OK"	Micropolitan Statistical Area	Bartlesville	40	04450	OK	Bartlesville OK	52021
12820	"Bastrop, LA"	Micropolitan Statistical Area	Bastrop	22	04685	LA	Bastrop LA	26395
12860	"Batavia, NY"	Micropolitan Statistical Area	Batavia	36	04715	NY	Batavia NY	58937
12900	"Batesville, AR"	Micropolitan Statistical Area	Batesville	05	04030	AR	Batesville AR	37052
12940	"Baton Rouge, LA"	Metropolitan Statistical Area	Baton Rouge	22	05000	LA	Baton Rouge LA	830480
12980	"Battle Creek, MI"	Metropolitan Statistical Area	Battle Creek	26	05920	MI	Battle Creek MI	134314
13020	"Bay City, MI"	Metropolitan Statistical Area	Bay City	26	06020	MI	Bay City MI	105659
13060	"Bay City, TX"	Micropolitan Statistical Area	Bay City	48	05984	TX	Bay City TX	36770
13100	"Beatrice, NE"	Micropolitan Statistical Area	Beatrice	31	03390	NE	Beatrice NE	21900
13140	"Beaumont-Port Arthur, TX"	Metropolitan Statistical Area	Beaumont	48	07000	TX	Beaumont TX	408419
13140	"Beaumont-Port Arthur, TX"	Metropolitan Statistical Area	Port Arthur	48	58820	TX	Port Arthur TX	408419
13180	"Beaver Dam, WI"	Micropolitan Statistical Area	Beaver Dam	55	05900	WI	Beaver Dam WI	88502
13220	"Beckley, WV"	Metropolitan Statistical Area	Beckley	54	05332	WV	Beckley WV	122507
13260	"Bedford, IN"	Micropolitan Statistical Area	Bedford	18	04114	IN	Bedford IN	45495
13300	"Beeville, TX"	Micropolitan Statistical Area	Beeville	48	07192	TX	Beeville TX	32874
13340	"Bellefontaine, OH"	Micropolitan Statistical Area	Bellefontaine	39	05130	OH	Bellefontaine OH	45386
13380	"Bellingham, WA"	Metropolitan Statistical Area	Bellingham	53	05280	WA	Bellingham WA	212284
13420	"Bemidji, MN"	Micropolitan Statistical Area	Bemidji	27	05068	MN	Bemidji MN	45672
13460	"Bend-Redmond, OR"	Metropolitan Statistical Area	Bend	41	05800	OR	Bend OR	175268
13460	"Bend-Redmond, OR"	Metropolitan Statistical Area	Redmond	41	61200	OR	Redmond OR	175268
13500	"Bennettsville, SC"	Micropolitan Statistical Area	Bennettsville	45	05680	SC	Bennettsville SC	27494
13540	"Bennington, VT"	Micropolitan Statistical Area	Bennington	50	04750	VT	Bennington VT	36317
13620	"Berlin, NH-VT"	Micropolitan Statistical Area	Berlin	33	05140	NH	Berlin NH	37375
13660	"Big Rapids, MI"	Micropolitan Statistical Area	Big Rapids	26	08300	MI	Big Rapids MI	43067
13700	"Big Spring, TX"	Micropolitan Statistical Area	Big Spring	48	08236	TX	Big Spring TX	38521
13720	"Big Stone Gap, VA"	Micropolitan Statistical Area	Big Stone Gap	51	07480	VA	Big Stone Gap VA	58772
13740	"Billings, MT"	Metropolitan Statistical Area	Billings	30	06550	MT	Billings MT	168283
13780	"Binghamton, NY"	Metropolitan Statistical Area	Binghamton	36	06607	NY	Binghamton NY	246020
13820	"Birmingham-Hoover, AL"	Metropolitan Statistical Area	Birmingham	01	07000	AL	Birmingham AL	1145647
13820	"Birmingham-Hoover, AL"	Metropolitan Statistical Area	Hoover	01	35896	AL	Hoover AL	1145647
13900	"Bismarck, ND"	Metropolitan Statistical Area	Bismarck	38	07200	ND	Bismarck ND	129517
13940	"Blackfoot, ID"	Micropolitan Statistical Area	Blackfoot	16	07840	ID	Blackfoot ID	44990
13980	"Blacksburg-Christiansburg-Radford, VA"	Metropolitan Statistical Area	Blacksburg	51	07784	VA	Blacksburg VA	181747
13980	"Blacksburg-Christiansburg-Radford, VA"	Metropolitan Statistical Area	Christiansburg	51	16608	VA	Christiansburg VA	181747
13980	"Blacksburg-Christiansburg-Radford, VA"	Metropolitan Statistical Area	Radford	51	65392	VA	Radford VA	181747
14010	"Bloomington, IL"	Metropolitan Statistical Area	Bloomington	17	06613	IL	Bloomington IL	189413
14020	"Bloomington, IN"	Metropolitan Statistical Area	Bloomington	18	05860	IN	Bloomington IN	165577
14100	"Bloomsburg-Berwick, PA"	Metropolitan Statistical Area	Berwick	42	05888	PA	Berwick PA	85229
14100	"Bloomsburg-Berwick, PA"	Metropolitan Statistical Area	Bloomsburg	42	07128	PA	Bloomsburg PA	85229
14140	"Bluefield, WV-VA"	Micropolitan Statistical Area	Bluefield	54	08524	WV	Bluefield WV	104063
14180	"Blytheville, AR"	Micropolitan Statistical Area	Blytheville	05	07330	AR	Blytheville AR	43738
14220	"Bogalusa, LA"	Micropolitan Statistical Area	Bogalusa	22	08150	LA	Bogalusa LA	46371
14260	"Boise City, ID"	Metropolitan Statistical Area	Boise City	16	08830	ID	Boise City ID	676909
14300	"Bonham, TX"	Micropolitan Statistical Area	Bonham	48	09328	TX	Bonham TX	0
14340	"Boone, IA"	Micropolitan Statistical Area	Boone	19	07480	IA	Boone IA	26643
14380	"Boone, NC"	Micropolitan Statistical Area	Boone	37	07080	NC	Boone NC	52906
14420	"Borger, TX"	Micropolitan Statistical Area	Borger	48	09556	TX	Borger TX	21734
14460	"Boston-Cambridge-Newton, MA-NH"	Metropolitan Statistical Area	Boston	25	07000	MA	Boston MA	4774321
14460	"Boston-Cambridge-Newton, MA-NH"	Metropolitan Statistical Area	Cambridge	25	11000	MA	Cambridge MA	4774321
14460	"Boston-Cambridge-Newton, MA-NH"	Metropolitan Statistical Area	Framingham	25	24960	MA	Framingham MA	4774321
14460	"Boston-Cambridge-Newton, MA-NH"	Metropolitan Statistical Area	Newton	25	45560	MA	Newton MA	4774321
14460	"Boston-Cambridge-Newton, MA-NH"	Metropolitan Statistical Area	Waltham	25	72600	MA	Waltham MA	4774321
14500	"Boulder, CO"	Metropolitan Statistical Area	Boulder	08	07850	CO	Boulder CO	319372
14540	"Bowling Green, KY"	Metropolitan Statistical Area	Bowling Green	21	08902	KY	Bowling Green KY	168436
14580	"Bozeman, MT"	Micropolitan Statistical Area	Bozeman	30	08950	MT	Bozeman MT	100739
14620	"Bradford, PA"	Micropolitan Statistical Area	Bradford	42	08040	PA	Bradford PA	42412
14660	"Brainerd, MN"	Micropolitan Statistical Area	Brainerd	27	07300	MN	Brainerd MN	92134
14700	"Branson, MO"	Micropolitan Statistical Area	Branson	29	07966	MO	Branson MO	85535
14720	"Breckenridge, CO"	Micropolitan Statistical Area	Breckenridge	08	08400	CO	Breckenridge CO	30257
14740	"Bremerton-Silverdale, WA"	Metropolitan Statistical Area	Bremerton	53	07695	WA	Bremerton WA	260131
14740	"Bremerton-Silverdale, WA"	Metropolitan Statistical Area	Silverdale	53	64365	WA	Silverdale WA	260131
14780	"Brenham, TX"	Micropolitan Statistical Area	Brenham	48	10156	TX	Brenham TX	34765
14820	"Brevard, NC"	Micropolitan Statistical Area	Brevard	37	07720	NC	Brevard NC	33211
14860	"Bridgeport-Stamford-Norwalk, CT"	Metropolitan Statistical Area	Bridgeport	09	08000	CT	Bridgeport CT	948053
14860	"Bridgeport-Stamford-Norwalk, CT"	Metropolitan Statistical Area	Danbury	09	18430	CT	Danbury CT	948053
14860	"Bridgeport-Stamford-Norwalk, CT"	Metropolitan Statistical Area	Norwalk	09	55990	CT	Norwalk CT	948053
14860	"Bridgeport-Stamford-Norwalk, CT"	Metropolitan Statistical Area	Stamford	09	73000	CT	Stamford CT	948053
14860	"Bridgeport-Stamford-Norwalk, CT"	Metropolitan Statistical Area	Stratford	09	74260	CT	Stratford CT	948053
15020	"Brookhaven, MS"	Micropolitan Statistical Area	Brookhaven	28	08820	MS	Brookhaven MS	34649
15060	"Brookings, OR"	Micropolitan Statistical Area	Brookings	41	08650	OR	Brookings OR	22483
15100	"Brookings, SD"	Micropolitan Statistical Area	Brookings	46	07580	SD	Brookings SD	33897
15140	"Brownsville, TN"	Micropolitan Statistical Area	Brownsville	47	08920	TN	Brownsville TN	0
15180	"Brownsville-Harlingen, TX"	Metropolitan Statistical Area	Brownsville	48	10768	TX	Brownsville TX	422156
15180	"Brownsville-Harlingen, TX"	Metropolitan Statistical Area	Harlingen	48	32372	TX	Harlingen TX	422156
15220	"Brownwood, TX"	Micropolitan Statistical Area	Brownwood	48	10780	TX	Brownwood TX	37896
15260	"Brunswick, GA"	Metropolitan Statistical Area	Brunswick	13	11560	GA	Brunswick GA	116003
15340	"Bucyrus, OH"	Micropolitan Statistical Area	Bucyrus	39	10030	OH	Bucyrus OH	42306
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	Metropolitan Statistical Area	Buffalo	36	11000	NY	Buffalo NY	1135230
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	Metropolitan Statistical Area	Cheektowaga	36	15000	NY	Cheektowaga NY	1135230
15380	"Buffalo-Cheektowaga-Niagara Falls, NY"	Metropolitan Statistical Area	Niagara Falls	36	51055	NY	Niagara Falls NY	1135230
15420	"Burley, ID"	Micropolitan Statistical Area	Burley	16	11260	ID	Burley ID	43967
15460	"Burlington, IA-IL"	Micropolitan Statistical Area	Burlington	19	09550	IA	Burlington IA	47050
15500	"Burlington, NC"	Metropolitan Statistical Area	Burlington	37	09060	NC	Burlington NC	158276
15540	"Burlington-South Burlington, VT"	Metropolitan Statistical Area	Burlington	50	10675	VT	Burlington VT	217042
15540	"Burlington-South Burlington, VT"	Metropolitan Statistical Area	South Burlington	50	66175	VT	South Burlington VT	217042
15580	"Butte-Silver Bow, MT"	Micropolitan Statistical Area	Butte-Silver Bow (balance)	30	11397	MT	Butte-Silver Bow (balance) MT	34622
15620	"Cadillac, MI"	Micropolitan Statistical Area	Cadillac	26	12320	MI	Cadillac MI	47906
15660	"Calhoun, GA"	Micropolitan Statistical Area	Calhoun	13	12456	GA	Calhoun GA	56574
15680	"California-Lexington Park, MD"	Metropolitan Statistical Area	California	24	12150	MD	California MD	111413
15680	"California-Lexington Park, MD"	Metropolitan Statistical Area	Lexington Park	24	46725	MD	Lexington Park MD	111413
15700	"Cambridge, MD"	Micropolitan Statistical Area	Cambridge	24	12400	MD	Cambridge MD	32384
15740	"Cambridge, OH"	Micropolitan Statistical Area	Cambridge	39	10996	OH	Cambridge OH	39258
15780	"Camden, AR"	Micropolitan Statistical Area	Camden	05	10720	AR	Camden AR	29587
15820	"Campbellsville, KY"	Micropolitan Statistical Area	Campbellsville	21	12160	KY	Campbellsville KY	25420
15860	"Cañon City, CO"	Micropolitan Statistical Area	Cañon City	08	11810	CO	Cañon City CO	46692
15900	"Canton, IL"	Micropolitan Statistical Area	Canton	17	11007	IL	Canton IL	35699
15940	"Canton-Massillon, OH"	Metropolitan Statistical Area	Canton	39	12000	OH	Canton OH	402976
15940	"Canton-Massillon, OH"	Metropolitan Statistical Area	Massillon	39	48244	OH	Massillon OH	402976
15980	"Cape Coral-Fort Myers, FL"	Metropolitan Statistical Area	Cape Coral	12	10275	FL	Cape Coral FL	701982
15980	"Cape Coral-Fort Myers, FL"	Metropolitan Statistical Area	Fort Myers	12	24125	FL	Fort Myers FL	701982
16020	"Cape Girardeau, MO-IL"	Metropolitan Statistical Area	Cape Girardeau	29	11242	MO	Cape Girardeau MO	97534
16060	"Carbondale-Marion, IL"	Metropolitan Statistical Area	Carbondale	17	11163	IL	Carbondale IL	126828
16060	"Carbondale-Marion, IL"	Metropolitan Statistical Area	Marion	17	46916	IL	Marion IL	126828
16100	"Carlsbad-Artesia, NM"	Micropolitan Statistical Area	Artesia	35	05220	NM	Artesia NM	57578
16100	"Carlsbad-Artesia, NM"	Micropolitan Statistical Area	Carlsbad	35	12150	NM	Carlsbad NM	57578
16140	"Carroll, IA"	Micropolitan Statistical Area	Carroll	19	11080	IA	Carroll IA	0
16180	"Carson City, NV"	Metropolitan Statistical Area	Carson City	32	09700	NV	Carson City NV	54521
16220	"Casper, WY"	Metropolitan Statistical Area	Casper	56	13150	WY	Casper WY	82178
16260	"Cedar City, UT"	Micropolitan Statistical Area	Cedar City	49	11320	UT	Cedar City UT	48368
16300	"Cedar Rapids, IA"	Metropolitan Statistical Area	Cedar Rapids	19	12000	IA	Cedar Rapids IA	266040
16340	"Cedartown, GA"	Micropolitan Statistical Area	Cedartown	13	14500	GA	Cedartown GA	41524
16380	"Celina, OH"	Micropolitan Statistical Area	Celina	39	12868	OH	Celina OH	40968
16420	"Central City, KY"	Micropolitan Statistical Area	Central City	21	13978	KY	Central City KY	0
16460	"Centralia, IL"	Micropolitan Statistical Area	Centralia	17	12164	IL	Centralia IL	38339
16500	"Centralia, WA"	Micropolitan Statistical Area	Centralia	53	11160	WA	Centralia WA	75882
16540	"Chambersburg-Waynesboro, PA"	Metropolitan Statistical Area	Chambersburg	42	12536	PA	Chambersburg PA	153638
16540	"Chambersburg-Waynesboro, PA"	Metropolitan Statistical Area	Waynesboro	42	81824	PA	Waynesboro PA	153638
16580	"Champaign-Urbana, IL"	Metropolitan Statistical Area	Champaign	17	12385	IL	Champaign IL	238984
16580	"Champaign-Urbana, IL"	Metropolitan Statistical Area	Urbana	17	77005	IL	Urbana IL	238984
16620	"Charleston, WV"	Metropolitan Statistical Area	Charleston	54	14600	WV	Charleston WV	220614
16660	"Charleston-Mattoon, IL"	Micropolitan Statistical Area	Charleston	17	12567	IL	Charleston IL	63419
16660	"Charleston-Mattoon, IL"	Micropolitan Statistical Area	Mattoon	17	47553	IL	Mattoon IL	63419
16700	"Charleston-North Charleston, SC"	Metropolitan Statistical Area	Charleston	45	13330	SC	Charleston SC	744526
16700	"Charleston-North Charleston, SC"	Metropolitan Statistical Area	North Charleston	45	50875	SC	North Charleston SC	744526
16740	"Charlotte-Concord-Gastonia, NC-SC"	Metropolitan Statistical Area	Charlotte	37	12000	NC	Charlotte NC	2426363
16740	"Charlotte-Concord-Gastonia, NC-SC"	Metropolitan Statistical Area	Concord	37	14100	NC	Concord NC	2426363
16740	"Charlotte-Concord-Gastonia, NC-SC"	Metropolitan Statistical Area	Gastonia	37	25580	NC	Gastonia NC	2426363
16740	"Charlotte-Concord-Gastonia, NC-SC"	Metropolitan Statistical Area	Rock Hill	45	61405	NC	Rock Hill NC	2426363
16820	"Charlottesville, VA"	Metropolitan Statistical Area	Charlottesville	51	14968	VA	Charlottesville VA	229514
16860	"Chattanooga, TN-GA"	Metropolitan Statistical Area	Chattanooga	47	14000	TN	Chattanooga TN	547776
16940	"Cheyenne, WY"	Metropolitan Statistical Area	Cheyenne	56	13900	WY	Cheyenne WY	97121
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Arlington Heights	17	02154	IL	Arlington Heights IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Chicago	17	14000	IL	Chicago IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Des Plaines	17	19642	IL	Des Plaines IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Elgin	17	23074	IL	Elgin IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Evanston	17	24582	IL	Evanston IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Hoffman Estates	17	35411	IL	Hoffman Estates IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Naperville	17	51622	IL	Naperville IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Schaumburg	17	68003	IL	Schaumburg IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Skokie	17	70122	IL	Skokie IL	9551031
16980	"Chicago-Naperville-Elgin, IL-IN-WI"	Metropolitan Statistical Area	Gary	18	27000	IL	Gary IL	9551031
17020	"Chico, CA"	Metropolitan Statistical Area	Chico	06	13014	CA	Chico CA	225411
17060	"Chillicothe, OH"	Micropolitan Statistical Area	Chillicothe	39	14184	OH	Chillicothe OH	77170
17140	"Cincinnati, OH-KY-IN"	Metropolitan Statistical Area	Cincinnati	39	15000	OH	Cincinnati OH	2157719
17200	"Claremont-Lebanon, NH-VT"	Micropolitan Statistical Area	Claremont	33	12900	NH	Claremont NH	216923
17200	"Claremont-Lebanon, NH-VT"	Micropolitan Statistical Area	Lebanon	33	41300	NH	Lebanon NH	216923
17220	"Clarksburg, WV"	Micropolitan Statistical Area	Clarksburg	54	15628	WV	Clarksburg WV	93802
17260	"Clarksdale, MS"	Micropolitan Statistical Area	Clarksdale	28	13820	MS	Clarksdale MS	24620
17300	"Clarksville, TN-KY"	Metropolitan Statistical Area	Clarksville	47	15160	TN	Clarksville TN	281021
17340	"Clearlake, CA"	Micropolitan Statistical Area	Clearlake	06	13945	CA	Clearlake CA	64591
17380	"Cleveland, MS"	Micropolitan Statistical Area	Cleveland	28	14260	MS	Cleveland MS	33322
17420	"Cleveland, TN"	Metropolitan Statistical Area	Cleveland	47	15400	TN	Cleveland TN	120864
17460	"Cleveland-Elyria, OH"	Metropolitan Statistical Area	Cleveland	39	16000	OH	Cleveland OH	2060810
17460	"Cleveland-Elyria, OH"	Metropolitan Statistical Area	Elyria	39	25256	OH	Elyria OH	2060810
17500	"Clewiston, FL"	Micropolitan Statistical Area	Clewiston	12	13000	FL	Clewiston FL	39119
17540	"Clinton, IA"	Micropolitan Statistical Area	Clinton	19	14430	IA	Clinton IA	47768
17580	"Clovis, NM"	Micropolitan Statistical Area	Clovis	35	16420	NM	Clovis NM	50398
17620	"Coamo, PR"	Micropolitan Statistical Area	Coamo	72	18719	PR	Coamo PR	39862
17640	"Coco, PR"	Micropolitan Statistical Area	Coco	72	18891	PR	Coco PR	29351
17660	"Coeur d'Alene, ID"	Metropolitan Statistical Area	Coeur d'Alene	16	16750	ID	Coeur d'Alene ID	150346
17700	"Coffeyville, KS"	Micropolitan Statistical Area	Coffeyville	20	14600	KS	Coffeyville KS	33314
17740	"Coldwater, MI"	Micropolitan Statistical Area	Coldwater	26	17020	MI	Coldwater MI	43664
17780	"College Station-Bryan, TX"	Metropolitan Statistical Area	Bryan	48	10912	TX	Bryan TX	249156
17780	"College Station-Bryan, TX"	Metropolitan Statistical Area	College Station	48	15976	TX	College Station TX	249156
17820	"Colorado Springs, CO"	Metropolitan Statistical Area	Colorado Springs	08	16000	CO	Colorado Springs CO	697856
17860	"Columbia, MO"	Metropolitan Statistical Area	Columbia	29	15670	MO	Columbia MO	174974
17900	"Columbia, SC"	Metropolitan Statistical Area	Columbia	45	16000	SC	Columbia SC	810068
17980	"Columbus, GA-AL"	Metropolitan Statistical Area	Columbus	13	19000	GA	Columbus GA	313749
18020	"Columbus, IN"	Metropolitan Statistical Area	Columbus	18	14734	IN	Columbus IN	81162
