cbsa	cbsa.name	metro.micro	city	FIPS.st	FIPS.place	state	name	metro.pop
33660	"Mobile, AL"	Metropolitan Statistical Area	Mobile	01	50000	AL	Mobile AL	415395
33700	"Modesto, CA"	Metropolitan Statistical Area	Modesto	06	48354	CA	Modesto CA	538388
33740	"Monroe, LA"	Metropolitan Statistical Area	Monroe	22	51410	LA	Monroe LA	179238
33780	"Monroe, MI"	Metropolitan Statistical Area	Monroe	26	55020	MI	Monroe MI	149568
33860	"Montgomery, AL"	Metropolitan Statistical Area	Montgomery	01	51000	AL	Montgomery AL	373792
33940	"Montrose, CO"	Micropolitan Statistical Area	Montrose	08	51745	CO	Montrose CO	40946
33980	"Morehead City, NC"	Micropolitan Statistical Area	Morehead City	37	44320	NC	Morehead City NC	68879
34020	"Morgan City, LA"	Micropolitan Statistical Area	Morgan City	22	52040	LA	Morgan City LA	52810
34060	"Morgantown, WV"	Metropolitan Statistical Area	Morgantown	54	55756	WV	Morgantown WV	138176
34100	"Morristown, TN"	Metropolitan Statistical Area	Morristown	47	50280	TN	Morristown TN	116642
34140	"Moscow, ID"	Micropolitan Statistical Area	Moscow	16	54550	ID	Moscow ID	38778
34180	"Moses Lake, WA"	Micropolitan Statistical Area	Moses Lake	53	47245	WA	Moses Lake WA	93259
34220	"Moultrie, GA"	Micropolitan Statistical Area	Moultrie	13	53060	GA	Moultrie GA	45844
34260	"Mountain Home, AR"	Micropolitan Statistical Area	Mountain Home	05	47390	AR	Mountain Home AR	41053
34300	"Mountain Home, ID"	Micropolitan Statistical Area	Mountain Home	16	54730	ID	Mountain Home ID	25876
34340	"Mount Airy, NC"	Micropolitan Statistical Area	Mount Airy	37	44800	NC	Mount Airy NC	72743
34380	"Mount Pleasant, MI"	Micropolitan Statistical Area	Mount Pleasant	26	56020	MI	Mount Pleasant MI	70698
34420	"Mount Pleasant, TX"	Micropolitan Statistical Area	Mount Pleasant	48	49800	TX	Mount Pleasant TX	32623
34460	"Mount Sterling, KY"	Micropolitan Statistical Area	Mount Sterling	21	54084	KY	Mount Sterling KY	46194
34500	"Mount Vernon, IL"	Micropolitan Statistical Area	Mount Vernon	17	51180	IL	Mount Vernon IL	38353
34540	"Mount Vernon, OH"	Micropolitan Statistical Area	Mount Vernon	39	53102	OH	Mount Vernon OH	61061
34580	"Mount Vernon-Anacortes, WA"	Metropolitan Statistical Area	Anacortes	53	01990	WA	Anacortes WA	121846
34580	"Mount Vernon-Anacortes, WA"	Metropolitan Statistical Area	Mount Vernon	53	47560	WA	Mount Vernon WA	121846
34620	"Muncie, IN"	Metropolitan Statistical Area	Muncie	18	51876	IN	Muncie IN	116852
34660	"Murray, KY"	Micropolitan Statistical Area	Murray	21	54642	KY	Murray KY	38343
34700	"Muscatine, IA"	Micropolitan Statistical Area	Muscatine	19	55110	IA	Muscatine IA	43011
34740	"Muskegon, MI"	Metropolitan Statistical Area	Muskegon	26	56320	MI	Muskegon MI	172790
34780	"Muskogee, OK"	Micropolitan Statistical Area	Muskogee	40	50050	OK	Muskogee OK	69699
34820	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	Metropolitan Statistical Area	Conway	45	16405	SC	Conway SC	431964
34820	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	Metropolitan Statistical Area	Myrtle Beach	45	49075	SC	Myrtle Beach SC	431964
34820	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	Metropolitan Statistical Area	North Myrtle Beach	45	51280	SC	North Myrtle Beach SC	431964
34860	"Nacogdoches, TX"	Micropolitan Statistical Area	Nacogdoches	48	50256	TX	Nacogdoches TX	65664
34900	"Napa, CA"	Metropolitan Statistical Area	Napa	06	50258	CA	Napa CA	142456
34940	"Naples-Immokalee-Marco Island, FL"	Metropolitan Statistical Area	Immokalee	12	33250	FL	Immokalee FL	357305
34940	"Naples-Immokalee-Marco Island, FL"	Metropolitan Statistical Area	Marco Island	12	43083	FL	Marco Island FL	357305
34940	"Naples-Immokalee-Marco Island, FL"	Metropolitan Statistical Area	Naples	12	47625	FL	Naples FL	357305
34980	"Nashville-Davidson--Murfreesboro--Franklin, TN"	Metropolitan Statistical Area	Franklin	47	27740	TN	Franklin TN	1830345
34980	"Nashville-Davidson--Murfreesboro--Franklin, TN"	Metropolitan Statistical Area	Murfreesboro	47	51560	TN	Murfreesboro TN	1830345
34980	"Nashville-Davidson--Murfreesboro--Franklin, TN"	Metropolitan Statistical Area	Nashville-Davidson metropolitan government (balance)	47	52006	TN	Nashville-Davidson metropolitan government (balance) TN	1830345
35020	"Natchez, MS-LA"	Micropolitan Statistical Area	Natchez	28	50440	MS	Natchez MS	51396
35060	"Natchitoches, LA"	Micropolitan Statistical Area	Natchitoches	22	53545	LA	Natchitoches LA	39179
35100	"New Bern, NC"	Metropolitan Statistical Area	New Bern	37	46340	NC	New Bern NC	126245
35140	"Newberry, SC"	Micropolitan Statistical Area	Newberry	45	49570	SC	Newberry SC	38012
35220	"New Castle, IN"	Micropolitan Statistical Area	New Castle	18	52740	IN	New Castle IN	48985
35260	"New Castle, PA"	Micropolitan Statistical Area	New Castle	42	53368	PA	New Castle PA	88082
35300	"New Haven-Milford, CT"	Metropolitan Statistical Area	Milford city (balance)	09	47515	CT	Milford city (balance) CT	859470
35300	"New Haven-Milford, CT"	Metropolitan Statistical Area	New Haven	09	52000	CT	New Haven CT	859470
35380	"New Orleans-Metairie, LA"	Metropolitan Statistical Area	Metairie	22	50115	LA	Metairie LA	1262888
35380	"New Orleans-Metairie, LA"	Metropolitan Statistical Area	New Orleans	22	55000	LA	New Orleans LA	1262888
35420	"New Philadelphia-Dover, OH"	Micropolitan Statistical Area	Dover	39	22456	OH	Dover OH	92916
35420	"New Philadelphia-Dover, OH"	Micropolitan Statistical Area	New Philadelphia	39	55216	OH	New Philadelphia OH	92916
35440	"Newport, OR"	Micropolitan Statistical Area	Newport	41	52450	OR	Newport OR	47038
35460	"Newport, TN"	Micropolitan Statistical Area	Newport	47	53000	TN	Newport TN	35162
35500	"Newton, IA"	Micropolitan Statistical Area	Newton	19	56505	IA	Newton IA	36827
35580	"New Ulm, MN"	Micropolitan Statistical Area	New Ulm	27	46042	MN	New Ulm MN	25313
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	Jersey City	34	36000	NY	Jersey City NY	20182305
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	Lakewood	34	38580	NY	Lakewood NY	20182305
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	Newark	34	51000	NY	Newark NY	20182305
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	New Brunswick	34	51210	NY	New Brunswick NY	20182305
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	New York	36	51000	NY	New York NY	20182305
35620	"New York-Newark-Jersey City, NY-NJ-PA"	Metropolitan Statistical Area	White Plains	36	81677	NY	White Plains NY	20182305
35660	"Niles-Benton Harbor, MI"	Metropolitan Statistical Area	Benton Harbor	26	07520	MI	Benton Harbor MI	154636
35660	"Niles-Benton Harbor, MI"	Metropolitan Statistical Area	Niles	26	57760	MI	Niles MI	154636
35700	"Nogales, AZ"	Micropolitan Statistical Area	Nogales	04	49640	AZ	Nogales AZ	46461
35740	"Norfolk, NE"	Micropolitan Statistical Area	Norfolk	31	34615	NE	Norfolk NE	48184
35820	"North Platte, NE"	Micropolitan Statistical Area	North Platte	31	35000	NE	North Platte NE	36908
35840	"North Port-Sarasota-Bradenton, FL"	Metropolitan Statistical Area	Bradenton	12	07950	FL	Bradenton FL	768918
35840	"North Port-Sarasota-Bradenton, FL"	Metropolitan Statistical Area	North Port	12	49675	FL	North Port FL	768918
35840	"North Port-Sarasota-Bradenton, FL"	Metropolitan Statistical Area	Sarasota	12	64175	FL	Sarasota FL	768918
35840	"North Port-Sarasota-Bradenton, FL"	Metropolitan Statistical Area	Venice	12	73900	FL	Venice FL	768918
35860	"North Vernon, IN"	Micropolitan Statistical Area	North Vernon	18	55116	IN	North Vernon IN	27897
35900	"North Wilkesboro, NC"	Micropolitan Statistical Area	North Wilkesboro	37	47880	NC	North Wilkesboro NC	68502
35940	"Norwalk, OH"	Micropolitan Statistical Area	Norwalk	39	57302	OH	Norwalk OH	58469
35980	"Norwich-New London, CT"	Metropolitan Statistical Area	New London	09	52280	CT	New London CT	271863
35980	"Norwich-New London, CT"	Metropolitan Statistical Area	Norwich	09	56200	CT	Norwich CT	271863
36020	"Oak Harbor, WA"	Micropolitan Statistical Area	Oak Harbor	53	50360	WA	Oak Harbor WA	80593
36100	"Ocala, FL"	Metropolitan Statistical Area	Ocala	12	50750	FL	Ocala FL	343254
36140	"Ocean City, NJ"	Metropolitan Statistical Area	Ocean City	34	54360	NJ	Ocean City NJ	94727
36220	"Odessa, TX"	Metropolitan Statistical Area	Odessa	48	53388	TX	Odessa TX	159436
36260	"Ogden-Clearfield, UT"	Metropolitan Statistical Area	Clearfield	49	13850	UT	Clearfield UT	642850
36260	"Ogden-Clearfield, UT"	Metropolitan Statistical Area	Ogden	49	55980	UT	Ogden UT	642850
36300	"Ogdensburg-Massena, NY"	Micropolitan Statistical Area	Massena	36	46019	NY	Massena NY	111007
36300	"Ogdensburg-Massena, NY"	Micropolitan Statistical Area	Ogdensburg	36	54485	NY	Ogdensburg NY	111007
36340	"Oil City, PA"	Micropolitan Statistical Area	Oil City	42	56456	PA	Oil City PA	53119
36380	"Okeechobee, FL"	Micropolitan Statistical Area	Okeechobee	12	51200	FL	Okeechobee FL	39469
36420	"Oklahoma City, OK"	Metropolitan Statistical Area	Oklahoma City	40	55000	OK	Oklahoma City OK	1358452
36460	"Olean, NY"	Micropolitan Statistical Area	Olean	36	54716	NY	Olean NY	77922
36500	"Olympia-Tumwater, WA"	Metropolitan Statistical Area	Olympia	53	51300	WA	Olympia WA	269536
36500	"Olympia-Tumwater, WA"	Metropolitan Statistical Area	Tumwater	53	72905	WA	Tumwater WA	269536
36540	"Omaha-Council Bluffs, NE-IA"	Metropolitan Statistical Area	Council Bluffs	19	16860	NE	Council Bluffs NE	915312
36540	"Omaha-Council Bluffs, NE-IA"	Metropolitan Statistical Area	Omaha	31	37000	NE	Omaha NE	915312
36580	"Oneonta, NY"	Micropolitan Statistical Area	Oneonta	36	54881	NY	Oneonta NY	60636
36620	"Ontario, OR-ID"	Micropolitan Statistical Area	Ontario	41	54900	OR	Ontario OR	53276
36660	"Opelousas, LA"	Micropolitan Statistical Area	Opelousas	22	58045	LA	Opelousas LA	83848
36700	"Orangeburg, SC"	Micropolitan Statistical Area	Orangeburg	45	53080	SC	Orangeburg SC	89208
36740	"Orlando-Kissimmee-Sanford, FL"	Metropolitan Statistical Area	Kissimmee	12	36950	FL	Kissimmee FL	2387138
36740	"Orlando-Kissimmee-Sanford, FL"	Metropolitan Statistical Area	Orlando	12	53000	FL	Orlando FL	2387138
36740	"Orlando-Kissimmee-Sanford, FL"	Metropolitan Statistical Area	Sanford	12	63650	FL	Sanford FL	2387138
36780	"Oshkosh-Neenah, WI"	Metropolitan Statistical Area	Neenah	55	55750	WI	Neenah WI	169546
36780	"Oshkosh-Neenah, WI"	Metropolitan Statistical Area	Oshkosh	55	60500	WI	Oshkosh WI	169546
